source,field,scope,modifier,mask_kind,quantile,rows,evaluated,strict,strict_actionable,post101_submit_gate,best_all_minus_e95,best_all_delta_vs_mixmin,best_tail,best_sensor_mean_vs_e95,best_sensor_p95_vs_e95,best_sensor_beat
mixmin,low_alpha,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,low_alpha,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,low_alpha,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,all,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,all,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_fallback,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_fallback,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_fallback,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_fallback,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_moved,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_moved,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,e95_moved,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,non_q2s3,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,non_q2s3,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,non_q2s3,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,non_q2s3,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,non_q2s3,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,s_all,raw,hard,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
mixmin,tail_equal,s_all,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
mixmin,tail_equal,s_all,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
noq2,density_score,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,density_score,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
noq2,density_score,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,density_score,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,density_score,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,density_score,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
noq2,low_alpha,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,low_alpha,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
noq2,low_alpha,all,raw,hard,0.85,4,0,0,0,0,,,,,,
noq2,low_alpha,e95_fallback,raw,hard,0.7,4,0,0,0,0,,,,,,
noq2,low_alpha,e95_fallback,raw,hard,0.85,4,0,0,0,0,,,,,,
noq2,low_alpha,e95_fallback,soft_nonactive,soft,0.7,4,0,0,0,0,,,,,,
noq2,low_alpha,e95_fallback,soft_nonactive,soft,0.85,4,0,0,0,0,,,,,,
noq2,low_alpha,e95_moved,raw,hard,0.7,4,0,0,0,0,,,,,,
noq2,low_alpha,e95_moved,raw,hard,0.85,4,0,0,0,0,,,,,,
noq2,low_alpha,s_all,raw,hard,0.85,4,0,0,0,0,,,,,,
noq2,tail_equal,all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,tail_equal,all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
noq2,tail_equal,e95_moved,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,tail_equal,e95_moved,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
noq2,tail_equal,non_q2s3,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,tail_equal,non_q2s3,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
noq2,tail_equal,s_all,nonactive_low_e72,hard,0.7,4,0,0,0,0,,,,,,
noq2,tail_equal,s_all,nonactive_low_e72,hard,0.85,4,0,0,0,0,,,,,,
