pool,base_agg,delta_agg,gate,n,pool_size,strict_consensus_gate,loose_consensus_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
all,mean,signed_p75,agree60_top50,7,155,0,0,0,-8.257641650466496e-06,-3.399931422287672e-06,3.262729554642796e-06,3,3,-0.00027799770017416375,-0.00029450788696387957,0.5
top50_heldout,median,weighted_mean,agree75,7,50,0,0,0,-8.245865246725437e-06,-3.620437375229102e-06,6.388901120590873e-06,3,3,-0.00022894815314195016,-0.0001267085437083983,0.4166666666666667
top50_heldout,mean,mean,agree75,7,50,0,0,0,-8.244701901638507e-06,-3.5666747792983955e-06,6.278769436263154e-06,3,3,-0.00019791281427430918,-0.00010886930656218161,0.4166666666666667
all,median,mean,agree75,7,155,0,0,0,-8.236906423042534e-06,-3.627463915578666e-06,3.7660695703101155e-06,3,3,-0.00018812818029135397,-0.0001921005647434748,0.4722222222222222
all,median,median,agree60_top50,7,155,0,0,0,-8.225640591330574e-06,-3.6161980838667063e-06,4.24529923659378e-06,3,3,-0.000263426055024267,-0.0002537461748151838,0.4722222222222222
translator_tail_p90_nonpos_m0.50,mean,weighted_mean,agree60_top50,7,17,0,0,0,-8.216411408024094e-06,-3.524747637873027e-06,3.4692402322011873e-06,3,3,-0.0002489632424660798,-0.0002624113212631729,0.4722222222222222
top50_heldout,median,mean,agree75,7,50,0,0,0,-8.199978363654381e-06,-3.574550492158046e-06,6.311351433696544e-06,3,3,-0.00019791281427430224,-0.00010945275014306323,0.4166666666666667
top50_heldout,mean,signed_p75,agree75,7,50,0,0,0,-8.183524830451816e-06,-3.5054977081117045e-06,6.4238126116222816e-06,3,3,-0.0002410106516976332,-0.00013164338955790056,0.4166666666666667
translator_tail_p90_nonpos_m0.50,median,median,none,7,17,0,0,0,-8.17897848759408e-06,-3.8287830264049916e-06,2.5710380172627723e-06,3,3,-0.0002775771369368171,-0.00026820344858746736,0.5277777777777778
high_world,mean,signed_p75,agree75,7,54,0,0,0,-8.177323126856706e-06,-3.2968051536519383e-06,3.6699432258702203e-06,3,3,-0.00020716423453170235,-0.00022778824104663928,0.4722222222222222
heldout_inverse_top,mean,mean,agree75,7,104,0,0,0,-8.168757000159843e-06,-3.275462671425977e-06,3.2376262140143552e-06,3,3,-0.00020925156271478507,-0.0002375223051791775,0.4722222222222222
high_world,mean,signed_p75,agree60,7,54,0,0,0,-8.16116069424222e-06,-3.2806427210374522e-06,3.5957122991314705e-06,3,3,-0.0002117177678372037,-0.00023771283554486762,0.4722222222222222
high_world,mean,signed_p75,agree60_top50,7,54,0,0,0,-8.16116069424222e-06,-3.2806427210374522e-06,3.5957122991314705e-06,3,3,-0.0002117177678372037,-0.00023771283554486762,0.4722222222222222
heldout_raw05_compatible,mean,mean,agree60,7,51,0,0,0,-8.152271836703306e-06,-3.4065956953099885e-06,8.325585977408956e-06,3,3,,,
top50_heldout,mean,median,agree75,7,50,0,0,0,-8.14572111829115e-06,-3.4676939959510378e-06,6.327953759099891e-06,3,3,-0.0003454835977337034,-0.00018636983117316093,0.4166666666666667
translator_tail_p90_nonpos_m1.00,mean,weighted_mean,agree60,7,41,0,0,0,-8.14461647014042e-06,-3.552537326756422e-06,8.111948770483934e-07,3,3,-0.00022150822476747073,-0.00022202480490552952,0.5277777777777778
heldout_inverse_top,mean,mean,agree60,7,104,0,0,0,-8.14388825953749e-06,-3.2505939308036247e-06,3.1242746381110464e-06,3,3,-0.00010952816870021115,-0.00012649366945340903,0.5
heldout_inverse_top,mean,mean,agree60_top50,7,104,0,0,0,-8.14388825953749e-06,-3.2505939308036247e-06,3.1242746381110464e-06,3,3,-0.00010952816870021115,-0.00012649366945340903,0.5
top50_heldout,median,signed_p75,agree75,7,50,0,0,0,-8.131418339551999e-06,-3.505990468055664e-06,6.454502272656981e-06,3,3,-0.0002410106516975985,-0.00013184606279064716,0.4166666666666667
all,median,signed_p75,agree75,7,155,0,0,0,-8.130680123841216e-06,-3.5212376163773484e-06,3.265701315036118e-06,3,3,-0.0002579747589128087,-0.0002746840923283035,0.4722222222222222
translator_tail_p90_nonpos_m1.00,median,weighted_mean,agree60,7,41,0,0,0,-8.127602134644363e-06,-3.558162411820831e-06,3.494321332286887e-08,3,3,-0.00022150822476747073,-0.00022161952953738675,0.5277777777777778
translator_tail_p90_nonpos_m0.50,median,median,agree60,7,17,0,0,0,-8.127592042495024e-06,-3.7773965813059363e-06,2.573383772297433e-06,3,3,-0.0002741465228548595,-0.00026859451274237616,0.5277777777777778
translator_tail_soft_p90_m1.00,mean,median,agree60_top50,7,34,0,0,0,-8.120375256104317e-06,-3.223200190749509e-06,4.358751979682829e-06,3,3,-0.0001725027722771083,-0.0001817095045514418,0.4722222222222222
high_world,mean,weighted_mean,agree60,7,54,0,0,0,-8.110784432080465e-06,-3.230266458875697e-06,3.5812171776949953e-06,3,3,-0.0001709892780926564,-0.00018054389560273067,0.4722222222222222
high_world,mean,weighted_mean,agree60_top50,7,54,0,0,0,-8.110784432080465e-06,-3.230266458875697e-06,3.5812171776949953e-06,3,3,-0.0001709892780926564,-0.00018054389560273067,0.4722222222222222
heldout_inverse_top,mean,median,agree75,7,104,0,0,0,-8.103197447595356e-06,-3.20990311886149e-06,2.833572054328215e-06,3,3,-0.00014321560950950746,-0.00015478091682700752,0.4722222222222222
top50_heldout,median,median,agree75,7,50,0,0,0,-8.102723032088477e-06,-3.477295160592142e-06,6.3566059390618435e-06,3,3,-0.0003454835977336826,-0.00018761065135844976,0.4166666666666667
high_world,mean,weighted_mean,agree75,7,54,0,0,0,-8.102595329351203e-06,-3.2220773561464355e-06,3.68171404296902e-06,3,3,-0.00016841419651186795,-0.00017502274378046185,0.4722222222222222
all,median,signed_p75,agree60_top50,7,155,0,0,0,-8.088124947125408e-06,-3.47868243966154e-06,3.066320973688086e-06,3,3,-0.000277997700174136,-0.0002941960678081502,0.5
heldout_raw05_compatible,median,mean,agree60,7,51,0,0,0,-8.057070236322517e-06,-3.447046817206534e-06,7.772376092729516e-06,3,3,,,
translator_tail_p90_nonpos_m1.00,mean,mean,agree60,7,41,0,0,0,-8.055231694448217e-06,-3.463152551064219e-06,9.366844276881281e-07,3,3,-0.00020363859891499303,-0.00020117625026108699,0.5277777777777778
translator_tail_p90_nonpos_m1.00,median,mean,agree60,7,41,0,0,0,-8.03814170347028e-06,-3.468701980646749e-06,2.9280712077195403e-07,3,3,-0.0002036385989150069,-0.0002008650337150253,0.5277777777777778
high_world,mean,mean,agree75,7,54,0,0,0,-8.017593270404078e-06,-3.13707529719931e-06,3.553308857817683e-06,3,3,-0.00030273225034845724,-0.00032177197666374835,0.4722222222222222
heldout_inverse_top,median,mean,agree75,7,104,0,0,0,-8.01665891958514e-06,-3.3142780552219975e-06,2.8518950253575426e-06,3,3,-0.00020925156271476425,-0.00023531528712692493,0.4722222222222222
high_world,mean,mean,agree60,7,54,0,0,0,-8.011935909268963e-06,-3.131417936064196e-06,3.456130562962123e-06,3,3,-0.000307236066794718,-0.000333207496190724,0.4722222222222222
high_world,mean,mean,agree60_top50,7,54,0,0,0,-8.011935909268963e-06,-3.131417936064196e-06,3.456130562962123e-06,3,3,-0.000307236066794718,-0.000333207496190724,0.4722222222222222
heldout_inverse_top,mean,median,agree60_top50,7,104,0,0,0,-8.001727429873817e-06,-3.1084331011399513e-06,2.964104868441453e-06,3,3,-0.0001433525246708478,-0.00015894911596134862,0.5
heldout_inverse_top,mean,median,agree60,7,104,0,0,0,-7.999623310661619e-06,-3.106328981927753e-06,2.783742579781645e-06,3,3,-0.00014554289463116626,-0.00016366687647176303,0.5
high_world,median,signed_p75,agree75,7,54,0,0,0,-7.99533069240077e-06,-3.304662676728576e-06,2.7406675530139424e-06,3,3,-0.00020716423453166072,-0.0002282276773307168,0.4722222222222222
heldout_raw05_compatible,mean,median,agree60,7,51,0,0,0,-7.994105813091679e-06,-3.2484296716983607e-06,8.480870304250487e-06,3,3,,,
heldout_inverse_top,median,mean,agree60,7,104,0,0,0,-7.978705604982927e-06,-3.276324740619785e-06,2.758237899302962e-06,3,3,,,
heldout_inverse_top,median,mean,agree60_top50,7,104,0,0,0,-7.978705604982927e-06,-3.276324740619785e-06,2.758237899302962e-06,3,3,,,
translator_tail_p90_nonpos_m0.50,median,signed_p75,agree60,7,17,0,0,0,-7.97813603092834e-06,-3.627940569739252e-06,2.540029017672474e-06,3,3,-0.000315738945112623,-0.0003051061672334433,0.5277777777777778
translator_tail_p90_nonpos_m0.50,median,mean,agree60_top50,7,17,0,0,0,-7.977986375418133e-06,-3.6277909142290454e-06,3.2133172297443835e-06,3,3,-0.00023763199156125875,-0.0002471348938161257,0.4722222222222222
high_world,median,signed_p75,agree60,7,54,0,0,0,-7.977081510790462e-06,-3.2864134951182677e-06,2.6722803425638375e-06,3,3,-0.00021171776783716206,-0.00023838214387802417,0.4722222222222222
high_world,median,signed_p75,agree60_top50,7,54,0,0,0,-7.977081510790462e-06,-3.2864134951182677e-06,2.6722803425638375e-06,3,3,-0.00021171776783716206,-0.00023838214387802417,0.4722222222222222
high_world,median,weighted_mean,agree60,7,54,0,0,0,-7.942855675180382e-06,-3.2521876595081878e-06,2.581143679680764e-06,3,3,-0.00017098927809264253,-0.00018121320393567624,0.4722222222222222
high_world,median,weighted_mean,agree60_top50,7,54,0,0,0,-7.942855675180382e-06,-3.2521876595081878e-06,2.581143679680764e-06,3,3,-0.00017098927809264253,-0.00018121320393567624,0.4722222222222222
high_world,median,weighted_mean,agree75,7,54,0,0,0,-7.9385650245678e-06,-3.247897008895606e-06,2.6931684439235326e-06,3,3,-0.00016841419651185408,-0.00017511424359329948,0.4722222222222222
translator_tail_p90_nonpos_m0.50,median,weighted_mean,agree60_top50,7,17,0,0,0,-7.932289431522577e-06,-3.5820939703334886e-06,3.0725898001460195e-06,3,3,-0.0002489632424660798,-0.0002627403718760636,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,median,agree60,7,41,0,0,0,-7.913978752216444e-06,-3.321899608832446e-06,9.815198166451822e-07,3,3,-0.0002033759581039421,-0.00020503440953401606,0.5277777777777778
heldout_inverse_top,median,median,agree75,7,104,0,0,0,-7.912673636534251e-06,-3.2102927721711083e-06,2.55403085747119e-06,3,3,-0.00014321560950949358,-0.00015387725405168764,0.4722222222222222
translator_tail_p90_nonpos_m1.00,median,median,agree60,7,41,0,0,0,-7.896871991874832e-06,-3.3274322690513003e-06,2.462567765260104e-07,3,3,-0.00020337595810394904,-0.00020582152245140475,0.5277777777777778
translator_tail_soft_p90_m1.00,median,median,agree60_top50,7,34,0,0,0,-7.887919146520872e-06,-3.2794164722682595e-06,3.654169146716235e-06,3,3,-0.00017250277227712218,-0.00018228050121529274,0.4722222222222222
heldout_raw05_compatible,median,median,agree60,7,51,0,0,0,-7.887185295873955e-06,-3.2771618767579724e-06,7.927677823760249e-06,3,3,,,
high_world,median,mean,agree75,7,54,0,0,0,-7.882976379880446e-06,-3.1923083642082517e-06,2.5391704020494288e-06,3,3,-0.0003027322503484295,-0.0003223773921944672,0.4722222222222222
high_world,median,mean,agree60,7,54,0,0,0,-7.881946896715064e-06,-3.1912788810428694e-06,2.4280941460785854e-06,3,3,-0.00030723606679469023,-0.0003338129117215426,0.4722222222222222
high_world,median,mean,agree60_top50,7,54,0,0,0,-7.881946896715064e-06,-3.1912788810428694e-06,2.4280941460785854e-06,3,3,-0.00030723606679469023,-0.0003338129117215426,0.4722222222222222
high_world,mean,median,none,7,54,0,0,0,-7.875312748373275e-06,-2.9947947751685078e-06,3.0878062231565195e-06,3,3,-0.0001652700581848479,-0.0001697001144407796,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,signed_p75,agree60_top50,7,41,0,0,0,-7.844736377271566e-06,-3.252657233887568e-06,1.517284754171122e-06,3,3,-0.0002173934935183336,-0.0002288381979793973,0.4444444444444444
heldout_inverse_top,median,median,agree60_top50,7,104,0,0,0,-7.829811484061366e-06,-3.1274306196982238e-06,2.628892290412743e-06,3,3,-0.00014335252467082699,-0.0001573606842739106,0.5
heldout_inverse_top,median,median,agree60,7,104,0,0,0,-7.819050504065395e-06,-3.116669639702252e-06,2.4746253375340643e-06,3,3,-0.00014554289463116626,-0.0001614598584194105,0.5
translator_tail_p90_nonpos_m1.00,median,signed_p75,agree60_top50,7,41,0,0,0,-7.818959010030824e-06,-3.249519287207292e-06,7.670790334035615e-07,3,3,-0.0002173934935183336,-0.00022954732860304135,0.4444444444444444
translator_tail_p90_nonpos_m1.00,mean,weighted_mean,agree60_top50,7,41,0,0,0,-7.813447767679449e-06,-3.221368624295451e-06,1.0557950248513137e-06,3,3,-0.00021186527464109317,-0.00022666194570274958,0.4722222222222222
translator_tail_p90_nonpos_m1.00,median,weighted_mean,agree60_top50,7,41,0,0,0,-7.793959361235281e-06,-3.224519638411749e-06,2.7781314182462324e-07,3,3,-0.0002118652746411001,-0.00022712442578801117,0.4722222222222222
high_world,mean,median,agree60,7,54,0,0,0,-7.785326217923938e-06,-2.9048082447191703e-06,3.630708994561971e-06,3,3,-0.0001514220310822184,-0.0001620076471555321,0.4722222222222222
high_world,mean,median,agree75,7,54,0,0,0,-7.779262731655301e-06,-2.8987447584505333e-06,3.6499630017283735e-06,3,3,-0.00015115405743920673,-0.00016135058533647828,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,signed_p75,agree75,7,41,0,0,0,-7.745646257717453e-06,-3.1535671143334554e-06,8.721993903781922e-07,3,3,-0.0002295373990205546,-0.0002543984027303936,0.4722222222222222
translator_tail_p90_nonpos_m1.00,median,signed_p75,agree75,7,41,0,0,0,-7.73907125495299e-06,-3.1696315321294577e-06,5.5152690525694936e-08,3,3,-0.0002295373990205546,-0.00025451811857309385,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,mean,agree60_top50,7,41,0,0,0,-7.735296293054361e-06,-3.143217149670363e-06,1.293548702707703e-06,3,3,-0.00019456861960086974,-0.0002065181660210135,0.4722222222222222
translator_tail_p90_nonpos_m1.00,median,mean,agree60_top50,7,41,0,0,0,-7.709804107025597e-06,-3.1403643842020657e-06,5.359429511297975e-07,3,3,-0.00019456861960088362,-0.00020757926999990248,0.4722222222222222
high_world,median,median,none,7,54,0,0,0,-7.709766744135038e-06,-3.0190987284628434e-06,2.144527531333651e-06,3,3,-0.00016527005818483403,-0.00016961539195524682,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,weighted_mean,agree75,7,41,0,0,0,-7.706784935446187e-06,-3.114705792062189e-06,1.217818257126524e-06,3,3,-0.00020081223304533463,-0.0002208024194535474,0.4722222222222222
high_world,median,median,agree60,7,54,0,0,0,-7.670097130652032e-06,-2.979429114979837e-06,2.572377772458445e-06,3,3,-0.00015142203108219066,-0.00016121413139504872,0.4722222222222222
high_world,median,median,agree75,7,54,0,0,0,-7.666004940620752e-06,-2.9753369249485573e-06,2.5861426177220537e-06,3,3,-0.00015115405743917898,-0.0001605570695759951,0.4722222222222222
heldout_inverse_top,mean,weighted_mean,agree75,7,104,0,0,0,-7.662326070745351e-06,-2.769031742011485e-06,3.0866026962117488e-06,3,3,-0.00015194452378366335,-0.00017332177955740598,0.4722222222222222
heldout_inverse_top,mean,weighted_mean,agree60,7,104,0,0,0,-7.66204867819198e-06,-2.7687543494581135e-06,2.9999279875791984e-06,3,3,-0.00015563498265532688,-0.00018331218438629717,0.5
heldout_inverse_top,mean,weighted_mean,agree60_top50,7,104,0,0,0,-7.66204867819198e-06,-2.7687543494581135e-06,2.9999279875791984e-06,3,3,-0.00015563498265532688,-0.00018331218438629717,0.5
translator_tail_p90_nonpos_m1.00,median,weighted_mean,agree75,7,41,0,0,0,-7.659468521103996e-06,-3.090028798280464e-06,4.594917939471088e-07,3,3,-0.00020081223304535545,-0.00022013469109875556,0.4722222222222222
heldout_raw05_compatible,mean,median,agree75,7,51,0,0,0,-7.648215318178941e-06,-2.9025391767856235e-06,7.032513759330783e-06,3,3,-0.0003027987785005279,-0.00024710186822910494,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,mean,agree75,7,41,0,0,0,-7.620237362448989e-06,-3.0281582190649914e-06,1.478024464596217e-06,3,3,-0.00018359478267990226,-0.00019967434740174577,0.4722222222222222
heldout_raw05_compatible,median,median,agree75,7,51,0,0,0,-7.595443758834364e-06,-2.985420339718381e-06,6.490947862758389e-06,3,3,-0.0003027987785004932,-0.0002491705735314044,0.4722222222222222
translator_tail_p90_nonpos_m1.00,median,mean,agree75,7,41,0,0,0,-7.58053838012529e-06,-3.0110986573017584e-06,7.277288673890325e-07,3,3,-0.00018359478267993,-0.00020041069302215728,0.4722222222222222
heldout_inverse_top,mean,signed_p75,agree75,7,104,0,0,0,-7.555191203434397e-06,-2.661896874700531e-06,3.236963968866746e-06,3,3,-0.00015307455495341266,-0.00017734783464960486,0.4722222222222222
heldout_inverse_top,mean,signed_p75,agree60,7,104,0,0,0,-7.552655903575456e-06,-2.65936157484159e-06,3.1689412882673906e-06,3,3,-0.00015713253663141719,-0.00018898751210160163,0.5
heldout_inverse_top,mean,signed_p75,agree60_top50,7,104,0,0,0,-7.552655903575456e-06,-2.65936157484159e-06,3.1689412882673906e-06,3,3,-0.00015713253663141719,-0.00018898751210160163,0.5
heldout_inverse_top,median,weighted_mean,agree75,7,104,0,0,0,-7.512944840915026e-06,-2.810563976551883e-06,2.8300765824162966e-06,3,3,-0.00015194452378365642,-0.0001719457443436379,0.4722222222222222
heldout_inverse_top,median,weighted_mean,agree60,7,104,0,0,0,-7.507563047348675e-06,-2.805182182985533e-06,2.7219220801733e-06,3,3,-0.00015563498265533382,-0.00018293135616727634,0.5
heldout_inverse_top,median,weighted_mean,agree60_top50,7,104,0,0,0,-7.507563047348675e-06,-2.805182182985533e-06,2.7219220801733e-06,3,3,-0.00015563498265533382,-0.00018293135616727634,0.5
heldout_raw05_compatible,mean,weighted_mean,agree75,7,51,0,0,0,-7.4796225054685195e-06,-2.7339463640752015e-06,7.392387555427149e-06,3,3,-0.00023329113738702195,-0.00021479232844837668,0.4722222222222222
heldout_raw05_compatible,mean,signed_p75,agree75,7,51,0,0,0,-7.451540668279577e-06,-2.705864526886259e-06,7.627565178802698e-06,3,3,-0.0002553438495621896,-0.00024077884943654593,0.4722222222222222
translator_tail_p90_nonpos_m1.00,mean,median,agree75,7,41,0,0,0,-7.432361905479468e-06,-2.8402827620954696e-06,1.4572338589147193e-06,3,3,-0.00017971382156867916,-0.00020333719357793476,0.4722222222222222
translator_tail_p90_nonpos_m0.50,mean,signed_p75,agree75,7,17,0,0,0,-7.42480489923647e-06,-2.7331411290854035e-06,6.674915504434331e-06,3,3,-0.00017027053106160456,-0.00012847771117631694,0.3888888888888889
heldout_raw05_compatible,median,weighted_mean,agree75,7,51,0,0,0,-7.414333595523459e-06,-2.8043101764074763e-06,6.850829352700316e-06,3,3,-0.00023329113738700114,-0.00021661591695617557,0.4722222222222222
translator_tail_p90_nonpos_m0.50,mean,weighted_mean,agree75,7,17,0,0,0,-7.410167507160281e-06,-2.7185037370092147e-06,6.612107693593217e-06,3,3,-0.00015406057710670024,-0.00011495328221913792,0.3888888888888889
heldout_inverse_top,median,signed_p75,agree75,7,104,0,0,0,-7.404600675720019e-06,-2.7022198113568763e-06,2.980435010790927e-06,3,3,-0.00015307455495337102,-0.0001765376684005227,0.4722222222222222
heldout_raw05_compatible,mean,mean,agree75,7,51,0,0,0,-7.402419990754083e-06,-2.6567438493607654e-06,7.322035187606879e-06,3,3,-0.0002112187152271544,-0.00019238278786120602,0.4722222222222222
heldout_inverse_top,median,signed_p75,agree60,7,104,0,0,0,-7.396043815166564e-06,-2.6936629508034216e-06,2.894935558606093e-06,3,3,-0.00015713253663138943,-0.00018828408872194054,0.5
heldout_inverse_top,median,signed_p75,agree60_top50,7,104,0,0,0,-7.396043815166564e-06,-2.6936629508034216e-06,2.894935558606093e-06,3,3,-0.00015713253663138943,-0.00018828408872194054,0.5
translator_tail_p90_nonpos_m1.00,median,median,agree75,7,41,0,0,0,-7.391239859932952e-06,-2.8218001371094203e-06,7.06949002005075e-07,3,3,-0.0001797138215686861,-0.00020412430649540672,0.4722222222222222
heldout_raw05_compatible,median,signed_p75,agree75,7,51,0,0,0,-7.388647064510145e-06,-2.7786236453941626e-06,7.085995504363396e-06,3,3,-0.0002553438495621549,-0.00024280673313049612,0.4722222222222222
translator_tail_p90_nonpos_m0.50,mean,mean,agree75,7,17,0,0,0,-7.378399130675284e-06,-2.6867353605242172e-06,6.616006668846985e-06,3,3,-0.0001489069443036256,-0.0001106368226701294,0.3888888888888889
translator_tail_p90_nonpos_m0.50,mean,median,agree75,7,17,0,0,0,-7.363968219653572e-06,-2.672304449502505e-06,6.62274612861502e-06,3,3,-0.00014282690212636534,-0.00010576159142476334,0.3888888888888889
heldout_raw05_compatible,median,mean,agree75,7,51,0,0,0,-7.3371045410386415e-06,-2.7270811219226587e-06,6.780472183720576e-06,3,3,-0.00021121871522710584,-0.0001944927533944873,0.4722222222222222
translator_tail_p90_nonpos_m0.50,mean,median,agree60_top50,7,17,0,0,0,-7.301610421728277e-06,-2.6099466515772107e-06,5.0420959114561015e-06,3,3,-0.0001824045148186501,-0.00018657818794946541,0.3888888888888889
translator_tail_p90_nonpos_m0.50,median,signed_p75,agree75,7,17,0,0,0,-7.111440232243638e-06,-2.7612447710545496e-06,6.324940150403968e-06,3,3,-0.00017027053106160456,-0.00012721695946165692,0.3888888888888889
translator_tail_p90_nonpos_m0.50,median,weighted_mean,agree75,7,17,0,0,0,-7.099198728766076e-06,-2.749003267576988e-06,6.254075345268895e-06,3,3,,,
translator_tail_p90_nonpos_m0.50,median,mean,agree75,7,17,0,0,0,-7.068734774406948e-06,-2.7185393132178604e-06,6.254261449067933e-06,3,3,,,
translator_tail_p90_nonpos_m0.50,median,median,agree75,7,17,0,0,0,-7.046302911595248e-06,-2.69610745040616e-06,6.2670357705574276e-06,3,3,,,
translator_tail_p90_nonpos_m0.50,median,median,agree60_top50,7,17,0,0,0,-6.955315509982185e-06,-2.605120048793097e-06,4.734464386202397e-06,3,3,,,
translator_tail_p90_nonpos_m0.50,mean,signed_p75,agree60_top50,7,17,0,0,0,-6.905195745532389e-06,-2.213531975381322e-06,4.309636786103965e-06,3,3,,,
high_world,mean,median,agree60_top50,7,54,0,0,0,-6.876790664911425e-06,-1.9962726917066576e-06,5.167876336420463e-06,3,3,,,
translator_tail_p90_nonpos_m1.00,mean,median,agree60_top50,7,41,0,0,0,-6.784170406781698e-06,-2.1920912633976997e-06,2.600453681833592e-06,3,3,,,
translator_tail_p90_nonpos_m1.00,median,median,agree60_top50,7,41,0,0,0,-6.768217340802352e-06,-2.19877761797882e-06,1.8103721575180032e-06,3,3,,,
high_world,median,median,agree60_top50,7,54,0,0,0,-6.732932662401048e-06,-2.042264646728853e-06,4.268131587714663e-06,3,3,,,
translator_tail_p90_nonpos_m0.50,median,signed_p75,agree60_top50,7,17,0,0,0,-6.5544194238764675e-06,-2.2042239626873794e-06,3.9245614498195636e-06,3,3,,,
