band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,base_no_q2_s3_anchor_delta,add_all_anchor_minus_no_q2_s3,add_all_mean_anchor_minus_no_q2_s3,add_all_max_set_minus_no_q2_s3,add_all_min_set_minus_no_q2_s3,add_all_hidden_core_minus_no_q2_s3,add_all_anchor_q2_s3_contrib,add_all_beats_no_q2_s3,add_no_q2_anchor_minus_no_q2_s3,add_no_q2_mean_anchor_minus_no_q2_s3,add_no_q2_max_set_minus_no_q2_s3,add_no_q2_min_set_minus_no_q2_s3,add_no_q2_hidden_core_minus_no_q2_s3,add_no_q2_anchor_q2_s3_contrib,add_no_q2_beats_no_q2_s3,add_no_s3_anchor_minus_no_q2_s3,add_no_s3_mean_anchor_minus_no_q2_s3,add_no_s3_max_set_minus_no_q2_s3,add_no_s3_min_set_minus_no_q2_s3,add_no_s3_hidden_core_minus_no_q2_s3,add_no_s3_anchor_q2_s3_contrib,add_no_s3_beats_no_q2_s3,add_q2_anchor_minus_no_q2_s3,add_q2_mean_anchor_minus_no_q2_s3,add_q2_max_set_minus_no_q2_s3,add_q2_min_set_minus_no_q2_s3,add_q2_hidden_core_minus_no_q2_s3,add_q2_anchor_q2_s3_contrib,add_q2_beats_no_q2_s3,add_s3_anchor_minus_no_q2_s3,add_s3_mean_anchor_minus_no_q2_s3,add_s3_max_set_minus_no_q2_s3,add_s3_min_set_minus_no_q2_s3,add_s3_hidden_core_minus_no_q2_s3,add_s3_anchor_q2_s3_contrib,add_s3_beats_no_q2_s3,add_q2_s3_anchor_minus_no_q2_s3,add_q2_s3_mean_anchor_minus_no_q2_s3,add_q2_s3_max_set_minus_no_q2_s3,add_q2_s3_min_set_minus_no_q2_s3,add_q2_s3_hidden_core_minus_no_q2_s3,add_q2_s3_anchor_q2_s3_contrib,add_q2_s3_beats_no_q2_s3
all,all,grad_all_abs50,all,flat,0.095,0.12,-5.480869414209444e-06,1.480651855678694e-06,-3.915383437469444e-07,6.98055961201316e-06,-8.261179901492e-06,-0.00010335081851395311,-3.915383437467225e-07,False,5.799304397813287e-07,-9.661712360164998e-07,4.5589979649207635e-06,-6.376583773559652e-06,-2.9169452006733154e-05,-9.661712359409233e-07,False,8.758499290273392e-07,5.746328921585331e-07,2.275732629786198e-06,-1.956537705627426e-06,-7.418136650713669e-05,5.746328921897412e-07,False,6.406890552201894e-06,8.755136529869922e-06,-2.5202133278057204e-06,2.3482242530903363e-05,0.0004199024944921692,5.746328921897412e-07,False,6.0237766940085535e-06,7.214332401583867e-06,-5.970803546029302e-07,1.9353926241527653e-05,0.0004649144089926005,-9.661712359409233e-07,False,6.930139025751458e-06,7.788965293853423e-06,1.8639681247378803e-06,1.7419338307234078e-05,0.0003907330424854083,-3.915383437467225e-07,False
low_slack_half,raw_agree,grad_all_abs50,all,core_gain,0.13,0.12,-4.877542871595253e-06,1.4842136624171332e-06,-3.6580270579289476e-07,6.775993555474535e-06,-7.780635314702522e-06,-9.959544338300486e-05,-3.658027056278868e-07,False,8.930363893933091e-07,-6.956494915666411e-07,4.8995159268594435e-06,-6.013161709450543e-06,-3.123797947179874e-05,-6.95649491521394e-07,False,5.744991995459969e-07,3.298467858847687e-07,1.8718430438990907e-06,-1.8481210005694138e-06,-6.83574639111506e-05,3.2984678588904773e-07,False,5.7395678795257865e-06,7.68470637779739e-06,-3.140443447513519e-06,2.2973460655273392e-05,0.0003830303743484753,3.2984678588904773e-07,False,5.698873055459686e-06,6.65921010034598e-06,-7.793361144203814e-07,1.8984577851322015e-05,0.0004201498587876884,-6.95649491521394e-07,False,6.377678602120795e-06,6.9890568864527935e-06,1.2092883906467122e-06,1.7211661636928888e-05,0.00035179239487656555,-3.658027056278868e-07,False
low_slack_half,all,grad_all_4of6,all,core_gain,0.13,0.12,-4.702441304238469e-06,1.4980214930737645e-06,-7.493598371821619e-07,7.5887871840985e-06,-9.218243688158267e-06,-0.00011852301875767135,-7.493598371982313e-07,False,8.146333122516225e-07,-1.1595816162834893e-06,5.505301041930366e-06,-7.376350443122348e-06,-4.333345503185204e-05,-1.1595816162270786e-06,False,7.743685197514338e-07,4.102217789903051e-07,2.1282553024359885e-06,-1.566477780268194e-06,-7.518956372584706e-05,4.102217790243874e-07,False,5.703589422645372e-06,8.404511514625845e-06,-4.451143572836713e-06,2.500357424450872e-05,0.0004168635199565951,4.102217790243874e-07,False,5.443456893128307e-06,6.834708119352051e-06,-1.4815460803729863e-06,1.9425044656684598e-05,0.0004487196286506734,-1.1595816162270786e-06,False,6.2231285696823235e-06,7.244929898453378e-06,7.068915812702414e-07,1.7668191916619946e-05,0.0003735300649247708,-7.493598371982313e-07,False
low_slack_half,all,grad_core_top50,teacher_row_top50,flat,0.13,0.08,-2.312114501301643e-06,1.5066935624696853e-06,4.7503171751728246e-07,4.422831858641452e-06,-3.4129580532837878e-06,-6.859081232471476e-05,4.7503171757069747e-07,False,1.109595915149697e-06,1.999017494869193e-07,3.2424417137910666e-06,-2.4262205162717265e-06,-2.2707423321749465e-05,1.9990174949371166e-07,False,4.070692041224788e-07,2.7512996791934086e-07,1.336422957631811e-06,-1.1131152640730946e-06,-4.588338900290978e-05,2.751299680725265e-07,False,3.06380017689456e-06,5.343558803216908e-06,-4.745482236945264e-06,1.7801101001579944e-05,0.0002672987387397352,2.751299680725265e-07,False,3.3734889816061653e-06,5.268330584673464e-06,-3.4947307806509897e-06,1.6645880123844492e-05,0.000290474704420951,1.9990174949371166e-07,False,3.82606282378628e-06,5.5434605528148495e-06,-2.097847921489482e-06,1.5427222942010488e-05,0.0002445913154179302,4.7503171757069747e-07,False
all,all,grad_core_top50,all,flat,0.095,0.08,-4.2132573218056635e-06,1.5086909040951113e-06,-1.624095824492855e-08,5.762023440825104e-06,-6.010989267113409e-06,-9.22567358787596e-05,-1.6240958069789807e-08,False,8.451462224501327e-07,-3.6819653792541374e-07,4.049207619427619e-06,-4.803245168938375e-06,-3.436643281617968e-05,-3.6819653791245244e-07,False,6.962386633890816e-07,3.519555799025298e-07,1.7578955072705682e-06,-1.2196827877675176e-06,-5.789030306263543e-05,3.519555798382029e-07,False,4.770139510612559e-06,6.994327228948549e-06,-2.716509164280012e-06,1.926372663041409e-05,0.000328569619251734,3.519555798382029e-07,False,4.9104042383341096e-06,6.274175111120606e-06,-5.265557103673046e-07,1.5951447282058773e-05,0.00035209348949824526,-3.6819653791245244e-07,False,5.5375960915649e-06,6.626130691134158e-06,1.2336465924356332e-06,1.45069384828167e-05,0.00029420318643560983,-1.6240958069789807e-08,False
all,raw_agree,grad_core_top50,all,flat,0.07,0.12,-4.6041936326846056e-06,1.517511473592137e-06,-1.0131901984067326e-07,6.104994125233354e-06,-6.557534755313732e-06,-9.775378131754442e-05,-1.013190198820926e-07,False,7.275886876323412e-07,-5.276254804176261e-07,4.139744777309495e-06,-5.286488610090068e-06,-3.468558815811207e-05,-5.276254805020174e-07,False,7.643621677821955e-07,4.2630646057695287e-07,1.955074595771933e-06,-1.3735949976334538e-06,-6.306819315934908e-05,4.2630646061546476e-07,False,5.260234936188546e-06,7.63608505049973e-06,-2.9330132756966165e-06,2.1168671699101083e-05,0.00035904354577107056,4.2630646061546476e-07,False,5.250877260665199e-06,6.682153109505151e-06,-8.81743523417633e-07,1.756337437197608e-05,0.00038742615077244635,-5.276254805020174e-07,False,5.958207272449556e-06,7.108459570082104e-06,1.0774280183589724e-06,1.6029404771189526e-05,0.00032435795761304176,-1.013190198820926e-07,False
low_slack_half,raw_agree,grad_core_top50,teacher_row_top50,flat,0.095,0.12,-2.6533664511108057e-06,1.5271526211391162e-06,3.361212955743653e-07,4.649336411755023e-06,-3.734305800806581e-06,-7.246377587072361e-05,3.361212956369543e-07,False,1.00744772946193e-06,1.9132965323187534e-08,3.267227473902068e-06,-2.6437892853836686e-06,-2.3109657092901248e-05,1.9132965355708798e-08,False,4.977022499685901e-07,3.169883302511778e-07,1.5084947252441694e-06,-1.1568109962167838e-06,-4.935411877793339e-05,3.16988330276786e-07,False,3.5094365374854775e-06,5.746650396987185e-06,-4.965198033390905e-06,1.9425243526050018e-05,0.00029004189018799753,3.16988330276786e-07,False,3.6459933080434936e-06,5.448795032059195e-06,-3.871123788634634e-06,1.8090958414762603e-05,0.0003162863518730852,1.9132965355708798e-08,False,4.162212056568748e-06,5.765783362421395e-06,-2.358332423568754e-06,1.6831303603970227e-05,0.0002669322330951518,3.361212956369543e-07,False
low_slack_half,raw_agree,grad_core_top50,all,core_gain,0.13,0.12,-4.822193604314684e-06,1.5301199272066413e-06,-5.68053700078508e-07,7.3456013262029884e-06,-8.761604634366371e-06,-0.00011849735960503538,-5.680537001181156e-07,False,8.810018008453824e-07,-9.47273651630276e-07,5.416353587084366e-06,-7.112227606409505e-06,-4.507795858424424e-05,-9.472736516745267e-07,False,6.794843567803355e-07,3.79219951551768e-07,2.0501257944616214e-06,-1.6896117425169166e-06,-7.341940102070788e-05,3.792199515519521e-07,False,5.775560043330685e-06,8.21101371262234e-06,-4.196126989652882e-06,2.4880660737247595e-05,0.0004131714291343569,3.792199515519521e-07,False,5.574745279623983e-06,6.884520109440295e-06,-1.3449012995492282e-06,1.9543147686484907e-05,0.0004415128715708483,-9.472736516745267e-07,False,6.310373882101317e-06,7.263740060992063e-06,7.303150010296022e-07,1.7882832757387668e-05,0.0003680934705500294,-5.680537001181156e-07,False
all,all,grad_all_4of6,teacher_row_top50,flat,0.13,0.08,-2.190249061451155e-06,1.5404667113028125e-06,7.824556469415711e-08,4.661748986722891e-06,-4.1934552845734885e-06,-7.290286246466882e-05,7.824556476175288e-08,False,8.248300789048812e-07,-4.0839271409076616e-07,3.0136236797151383e-06,-2.9885245252936343e-06,-2.1675009342997376e-05,-4.083927140537637e-07,False,8.356085994254414e-07,4.866382787849233e-07,1.905661525580804e-06,-1.1618860122908359e-06,-5.1227853121588174e-05,4.866382788110569e-07,False,3.1893917085135115e-06,4.9464003157861924e-06,-2.9461579468259558e-06,1.536436833837751e-05,0.00027542886545986467,4.866382788110569e-07,False,2.789512521861326e-06,4.051369323021525e-06,-2.5640080670852328e-06,1.366579925587974e-05,0.0003049817092385665,-4.083927140537637e-07,False,3.699214869423706e-06,4.538007601806449e-06,-4.1212441859173055e-07,1.235058222004426e-05,0.00025375385611689505,7.824556476175288e-08,False
all,raw_agree,grad_core_top50,teacher_row_top50,core_gain,0.13,0.12,-2.8574923616186965e-06,1.5523893914792808e-06,3.7839241873172114e-07,4.265774206868578e-06,-3.709288707742786e-06,-7.672832615643332e-05,3.7839241877039777e-07,False,9.903601471128454e-07,9.15975647552969e-08,2.8816288506483545e-06,-2.569689667164532e-06,-2.355234654380367e-05,9.159756473495513e-08,False,5.745539828350132e-07,2.8679485408744654e-07,1.499847667174592e-06,-1.1487173121604854e-06,-5.3175979612685165e-05,2.8679485403098285e-07,False,3.7922261183487294e-06,5.284691310336598e-06,-2.120353020718113e-06,1.558881980268101e-05,0.00027225914770254156,2.8679485403098285e-07,False,3.774979536075307e-06,5.0894940211154704e-06,-1.4509998639278265e-06,1.4438365111058005e-05,0.0003018827807715341,9.159756473495513e-08,False,4.482719442533423e-06,5.376288875091895e-06,3.990006635090637e-07,1.3015501463597978e-05,0.00024870680115876564,3.7839241877039777e-07,False
low_slack_half,all,grad_all_abs50,all,core_gain,0.13,0.12,-4.802240177848027e-06,1.5705078699745911e-06,-3.281554167289258e-07,6.94123877753583e-06,-7.8418529229074e-06,-0.00010082465746447111,-3.281554167159086e-07,False,9.882462594923425e-07,-6.641745122770715e-07,5.071951853841128e-06,-6.060354726944439e-06,-3.234712113575622e-05,-6.641745121307708e-07,False,5.451916430532222e-07,3.360190953261011e-07,1.86998129081406e-06,-1.8607407429316325e-06,-6.847753632874265e-05,3.3601909541040267e-07,False,5.671678028451588e-06,7.72527517001187e-06,-3.328201545471643e-06,2.3183595441067517e-05,0.0003835999066662543,3.3601909541040267e-07,False,5.6818520701718e-06,6.725081562408697e-06,-8.099750745671486e-07,1.90900835622676e-05,0.0004197303218592685,-6.641745121307708e-07,False,6.372759604356126e-06,7.06110065784582e-06,1.1973988365276966e-06,1.726696067272382e-05,0.00035125278553047035,-3.281554167159086e-07,False
low_slack_half,raw_agree,grad_all_abs50,all,flat,0.13,0.08,-5.221017104428682e-06,1.5800298466261964e-06,-1.3194638304181439e-07,6.341879273286111e-06,-6.791978438780433e-06,-8.964453862844723e-05,-1.31946383019189e-07,False,8.103520731106428e-07,-5.769678131928302e-07,4.148313259899616e-06,-4.9457474109448896e-06,-2.4844127198470067e-05,-5.769678132753091e-07,False,7.965864817771617e-07,4.450214302620381e-07,2.2563526689278746e-06,-1.8427566107481752e-06,-6.480041143003268e-05,4.4502143025166063e-07,False,6.025309643775678e-06,7.78243052212968e-06,-2.321738320487654e-06,2.246337408351451e-05,0.00038245126982200395,4.4502143025166063e-07,False,5.966837897664057e-06,6.760441278674811e-06,-6.830603174190486e-07,1.9728439886734783e-05,0.0004224075540535388,-5.769678132753091e-07,False,6.732020585209497e-06,7.205462708825827e-06,1.568174366917141e-06,1.7808108648265097e-05,0.00035760714262347837,-1.31946383019189e-07,False
low_slack_half,all,grad_core_top50,teacher_row_top50,core_gain,0.13,0.12,-2.6728779179974183e-06,1.5805792482614933e-06,3.030377653256977e-07,5.124011667634321e-06,-4.584506280269629e-06,-7.418469292175267e-05,3.0303776519131016e-07,False,1.0655352111754723e-06,2.9417981162183082e-08,3.6090876120997706e-06,-3.341743041063161e-06,-2.478807493311308e-05,2.9417981134187515e-08,False,6.01817905399038e-07,2.736197841635146e-07,1.611252892996795e-06,-1.1772977467350287e-06,-4.939661798858408e-05,2.7361978405266305e-07,False,3.6443606502567505e-06,5.48260600807815e-06,-3.5975065743043544e-06,1.7368528711814157e-05,0.0002685507742004323,2.7361978405266305e-07,False,3.7048843852804936e-06,5.238404205076819e-06,-2.398445629991919e-06,1.5573281711311893e-05,0.00029315931725593103,2.9417981134187515e-08,False,4.296552882476767e-06,5.512023989018289e-06,-7.272476494346591e-07,1.4206923305781771e-05,0.0002437626992673192,3.0303776519131016e-07,False
low_slack_half,all,grad_all_abs50,all,flat,0.13,0.08,-5.137682167033475e-06,1.6066267185532723e-06,-7.248649525060102e-08,6.544748027192959e-06,-7.047650910974035e-06,-9.089351134222712e-05,-7.248649525975434e-08,False,8.396169710600532e-07,-5.359433177254402e-07,4.314944215155769e-06,-5.082977351800189e-06,-2.580956865208539e-05,-5.359433177503452e-07,False,8.05123741454139e-07,4.634568225858615e-07,2.279019619799705e-06,-1.8679551831990437e-06,-6.508394269014173e-05,4.6345682248613106e-07,False,5.954730247670348e-06,7.846297885416575e-06,-2.4978403091457935e-06,2.2594627392513722e-05,0.00038314377286988166,4.6345682248613106e-07,False,5.978218191815543e-06,6.846897745327318e-06,-6.893107986627456e-07,1.975893827077524e-05,0.00042241814690791024,-5.359433177503452e-07,False,6.7411999794542155e-06,7.310354567691135e-06,1.5982672616488003e-06,1.777129117741527e-05,0.0003573342042177685,-7.248649525975434e-08,False
all,raw_agree,grad_all_4of6,all,core_gain,0.13,0.12,-4.981890058486371e-06,1.6090122004763785e-06,-6.99820174476784e-07,7.89635444775616e-06,-9.19550392586288e-06,-0.00011924175168509521,-6.998201744963544e-07,False,7.626290116080625e-07,-1.1299282159926705e-06,5.451172377601843e-06,-7.25388135036642e-06,-4.2108586207623144e-05,-1.1299282160919978e-06,False,7.061454955215041e-07,4.3010804173793105e-07,2.258868998850083e-06,-1.9113995882724666e-06,-7.713316547733329e-05,4.30108041591183e-07,False,5.996800429119986e-06,8.47758494404438e-06,-3.4421718706489912e-06,2.420659530832925e-05,0.0004095354354382297,4.30108041591183e-07,False,5.668009338322122e-06,6.9175486864248015e-06,-8.166257260411314e-07,1.9067970994490757e-05,0.0004445600147080786,-1.1299282160919978e-06,False,6.5095580004115305e-06,7.347656727940688e-06,1.5476640973233202e-06,1.7107952534400894e-05,0.00036742684923060653,-6.998201744963544e-07,False
all,raw_agree,grad_core_top50,teacher_row_top50,flat,0.13,0.08,-2.311554767153723e-06,1.6344066040563376e-06,6.057729547981339e-07,4.335196899241112e-06,-3.516020058769165e-06,-7.042900649598116e-05,6.057729547579341e-07,False,1.119448839737025e-06,2.682770355866282e-07,2.88631716449661e-06,-2.1650467254552552e-06,-2.1835382721879792e-05,2.682770355704627e-07,False,5.332513884903634e-07,3.374959191004834e-07,1.5273835576312678e-06,-1.3489426712309793e-06,-4.859362377407361e-05,3.3749591918301165e-07,False,3.0766851764063574e-06,5.012518293989743e-06,-3.2307345306792357e-06,1.5419428057827922e-05,0.0002729976260740785,3.3749591918301165e-07,False,3.3191326563875023e-06,4.943299410475888e-06,-2.3295806296230737e-06,1.4575339052136371e-05,0.00029975586712627234,2.682770355704627e-07,False,3.958194122244407e-06,5.280795329687393e-06,-6.606033911005227e-07,1.3341214700424153e-05,0.0002511622433521987,6.057729547579341e-07,False
all,raw_agree,grad_all_4of6,teacher_row_top50,flat,0.095,0.12,-2.1651267074762615e-06,1.679939227616778e-06,8.514344496113324e-08,5.042705503055522e-06,-4.36990171182039e-06,-7.747062132537619e-05,8.514344491551854e-08,False,8.297828599790336e-07,-4.865325948788524e-07,3.0340896582936594e-06,-2.992376698762733e-06,-2.1870846059701687e-05,-4.86532594962548e-07,False,1.0072583909170874e-06,5.716760399510079e-07,2.257600470012555e-06,-1.2407663148028547e-06,-5.559977526575777e-05,5.716760398736069e-07,False,3.318858740719577e-06,5.091240592558499e-06,-3.283431103673351e-06,1.646611056671521e-05,0.0002990982145075205,5.716760398736069e-07,False,2.766722790203957e-06,4.0330319576176166e-06,-3.1442186425589824e-06,1.4815387903155397e-05,0.0003328271437136321,-4.86532594962548e-07,False,3.7897892586347126e-06,4.6047079975686245e-06,-8.173166138325527e-07,1.3455777003290592e-05,0.0002772273684478743,8.514344491551854e-08,False
low_slack_half,raw_agree,grad_core_top50,all,flat,0.13,0.08,-4.690142266894348e-06,1.6863313726522833e-06,-2.930943744372527e-07,7.473057540119399e-06,-8.499939503359144e-06,-0.00012066021451481723,-2.930943744793206e-07,False,5.726192805477481e-07,-9.562519065475783e-07,5.026572262312179e-06,-7.093893480414337e-06,-4.5081178431355395e-05,-9.562519065197488e-07,False,9.62141516791526e-07,6.631575321103256e-07,2.5435210433411015e-06,-1.5458733387818668e-06,-7.557903608351735e-05,6.631575320359683e-07,False,5.733046141820353e-06,8.666268686563505e-06,-4.572170933414554e-06,2.5793028402110174e-05,0.00044026833211791017,6.631575320359683e-07,False,5.367416407442427e-06,7.046859248016624e-06,-2.1398343577061496e-06,2.06919520987503e-05,0.00047076618977004436,-9.562519065197488e-07,False,6.402138126304635e-06,7.710016780015927e-06,4.1200243727779196e-07,1.9095489063425397e-05,0.00039518715368655477,-2.930943744793206e-07,False
low_slack_half,support60,grad_core_top50,teacher_row_top50,flat,0.13,0.12,2.0007347750761184e-06,1.6874385396770109e-06,6.168253585681072e-07,4.185528317934839e-06,-2.600801814134357e-06,-3.6347657055346705e-05,6.168253583551416e-07,False,9.212473331965398e-07,1.6744935149581863e-07,2.876931615491962e-06,-2.2836315415331043e-06,-1.056770210688951e-05,1.6744935123581565e-07,False,8.742129661287734e-07,4.4937600718331083e-07,1.4512413241130062e-06,-3.601469010794389e-07,-2.5779954948457195e-05,4.493760071148662e-07,False,-1.0797963242437092e-06,-2.3861681097692156e-07,-3.4355849196643362e-06,3.5218182297125367e-06,7.340577741907217e-05,4.493760071148662e-07,True,-1.0005594802686701e-06,-5.205434667754361e-07,-2.2600989727505905e-06,1.7778636829390848e-06,8.861803026058435e-05,1.6744935123581565e-07,True,-3.52431533401365e-07,-7.116745959212523e-08,-9.220633423456803e-07,1.362481019895334e-06,6.28380753120994e-05,6.168253583551416e-07,True
low_slack_half,support60,grad_all_4of6,teacher_row_top50,flat,0.13,0.12,1.7914942693764146e-06,1.7200002095929534e-06,4.2879602490941693e-07,4.76045444963713e-06,-3.5669018598749602e-06,-3.6276588683104016e-05,4.287960248578112e-07,False,9.353701219128041e-07,-5.1859539662579834e-08,3.44329177959235e-06,-3.1352232339187935e-06,-1.1346099692444156e-05,-5.18595397273612e-08,False,9.157255294045541e-07,4.806555646830191e-07,1.4876680489717131e-06,-4.186351557633472e-07,-2.4930488990632105e-05,4.806555645807124e-07,False,-8.199543981568524e-07,-7.652812972214207e-08,-2.887580069943496e-06,3.3062901577673998e-06,7.495176656968638e-05,4.806555645807124e-07,True,-7.439005234033402e-07,-6.090432339567187e-07,-1.1860013675590864e-06,7.12375542444299e-07,8.85361558679576e-05,-5.18595397273612e-08,True,6.388321427408528e-09,-1.283876694957442e-07,3.1608367456748e-07,2.4046192015347856e-07,6.360566687726998e-05,4.287960248578112e-07,False
low_slack_half,all,grad_core_top50,all,core_gain,0.13,0.12,-4.578166778790305e-06,1.725921886297499e-06,-3.7648878969953614e-07,7.69926973598345e-06,-8.939057377532755e-06,-0.00012227186926044853,-3.7648878954260296e-07,False,1.048420659843785e-06,-7.825984649212359e-07,5.677077009380582e-06,-7.150669727118419e-06,-4.813843902887194e-05,-7.825984648939899e-07,False,7.445118683779839e-07,4.06109675332722e-07,2.038568961748588e-06,-1.5886023998490373e-06,-7.41334302316321e-05,4.061096753469269e-07,False,5.564717164840971e-06,8.128139456387018e-06,-4.5379322033411995e-06,2.4860857685271576e-05,0.0004147788234152294,4.061096753469269e-07,False,5.523142264873826e-06,6.93943131613306e-06,-1.3827136640109927e-06,1.9452960264176866e-05,0.00044077381461807286,-7.825984648939899e-07,False,6.260450121975403e-06,7.345540991465782e-06,7.684791702988747e-07,1.7703874029662003e-05,0.0003666403843864685,-3.7648878954260296e-07,False
all,all,grad_core_top50,all,flat,0.07,0.12,-4.371706567640743e-06,1.7259538038771893e-06,6.313824529868839e-08,6.424276979166699e-06,-6.606303363021482e-06,-0.00010134721581048223,6.313824535679542e-08,False,9.289243108057121e-07,-3.793468279500445e-07,4.453405065940608e-06,-5.312381540556466e-06,-3.777140033811577e-05,-3.793468278658768e-07,False,8.077473870882201e-07,4.424850732487329e-07,2.0022924617224547e-06,-1.3590432040855305e-06,-6.357581547228319e-05,4.4248507321821317e-07,False,5.050974262843511e-06,7.519256818744324e-06,-3.18389665776575e-06,2.09731862623741e-05,0.00036017572714636126,4.4248507321821317e-07,False,5.18236745916667e-06,6.697424917656569e-06,-7.903562441180512e-07,1.7317395885507736e-05,0.0003859801422805009,-3.793468278658768e-07,False,5.940206122545533e-06,7.139909990905302e-06,1.2211966827768705e-06,1.5760706202128105e-05,0.00032240432680821773,6.313824535679542e-08,False
