band,base_cell_gate,gradient_gate,row_gate,shape,scale,cap,translator,base_anchor_delta,translator_anchor_delta,anchor_minus_base,mean_anchor_minus_base,max_set_minus_base,min_set_minus_base,hidden_core_minus_base,hidden_all_minus_base,q2_hidden_minus_base,s3_hidden_minus_base,mean_move_minus_base,beats_base,tail_neutral_vs_base
all,support60,grad_core_top50,all,core_gain,0.095,0.08,uniform_q21.00_s31.00,2.0666495625931702e-08,4.03371393176144e-07,3.827048975502123e-07,-1.8497399356665056e-07,1.931187896819786e-06,-2.1922551400876955e-06,-1.9005693952633962e-05,-1.9496091796554283e-05,-8.941902158179915e-05,-4.362083608666634e-05,0.00020590019633692547,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_meanneg_m1.00,1.2235277768724018e-07,-3.76209540742245e-07,-4.985623184294852e-07,-9.75980182671421e-07,8.858354100249599e-07,-2.545708749468467e-06,-1.4853639299844401e-05,-1.491217193662551e-05,-6.317457151949757e-05,-4.080090357914956e-05,0.00016825073659002465,True,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_meanneg_m0.50,1.2235277768724018e-07,-1.7224112514035994e-07,-2.945939028276001e-07,-5.296895052575579e-07,3.809047337544058e-07,-1.3136721010997832e-06,-7.467097194124861e-06,-7.496363512541192e-06,-3.17408350754278e-05,-2.0528845284153996e-05,8.412536829501243e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_p90_nonpos_m1.00,1.2235277768724018e-07,-3.466188625012023e-08,-1.570146639373604e-07,-2.4273475474068107e-07,-3.876119580858983e-08,-3.3579114477877425e-07,-4.307719047275116e-06,-3.918123418013479e-06,-2.534239666099336e-05,-4.81163666987694e-06,3.6334960068313865e-05,True,True
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_soft_p90_m1.00,1.2235277768724018e-07,-1.720910858260538e-08,-1.3956188626984556e-07,-1.9135579809592684e-07,9.877098139376983e-09,-3.537518930007977e-07,-2.5278210402379653e-06,-2.1679478702875578e-06,-1.342040024465696e-05,-4.2743470368145076e-06,2.4014949614331875e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_p90_nonpos_m0.50,1.2235277768724018e-07,3.3465305748769936e-08,-8.888747193847024e-08,-1.297856083715132e-07,-2.924605113641121e-08,-1.7687281639311436e-07,-2.16316295273411e-06,-1.968365138089407e-06,-1.2721450115216193e-05,-2.420690553575633e-06,1.8167480034157095e-05,True,True
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_soft_p90_m0.50,1.2235277768724018e-07,5.092420474195336e-08,-7.142857294528682e-08,-9.704623926687361e-08,3.2330366162014457e-09,-1.7829362120025394e-07,-1.2652152057424093e-06,-1.0852786207493637e-06,-6.717853066356971e-06,-2.138653373895405e-06,1.2007474807164582e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_soft_max_m1.00,1.2235277768724018e-07,5.14837643628141e-08,-7.086901332442608e-08,-1.1010367539920907e-07,4.610767845303343e-08,-2.4772749218637813e-07,-1.5238848820320339e-06,-1.3211332489104777e-06,-7.64544071232831e-06,-3.021753461979193e-06,1.4156146316187659e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,tail_soft_max_m0.50,1.2235277768724018e-07,8.616196445210278e-08,-3.61908132351374e-08,-5.5660191566886397e-08,2.2227053753098858e-08,-1.2449428210548064e-07,-7.62536861570462e-07,-6.611610449918352e-07,-3.82606071275271e-06,-1.51169731794909e-06,7.0780731580938295e-06,True,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q20.05_s30.05,1.2235277768724018e-07,1.4482148646965953e-07,2.2468708782419355e-08,-2.2685944900402433e-08,1.346614921793332e-07,-1.663657249739714e-07,-1.4343429997898394e-06,-1.471122838103689e-06,-6.744733070190856e-06,-3.2956679287404755e-06,1.544251472526735e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q20.00_s30.20,1.2235277768724018e-07,1.522608880089038e-07,2.990811032166363e-08,-7.481544950227459e-08,3.5147932719858943e-07,-5.085079427535888e-07,-1.8798872402359112e-06,-2.358121999002094e-06,0.0,-1.3159210681276678e-05,2.492852903466917e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q20.10_s30.10,1.2235277768724018e-07,1.6888003662174356e-07,4.652725893450338e-08,-4.394279295993897e-08,2.7097094756900475e-07,-3.3129162879674823e-07,-2.867240162712781e-06,-2.940799839280998e-06,-1.3483255713597764e-05,-6.587425424989246e-06,3.088502945053915e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q20.20_s30.00,1.2235277768724018e-07,1.9186148370042844e-07,6.950870601318826e-08,-7.3537245182109245e-09,1.9705804799041715e-07,-1.4830625916228968e-07,-3.848809742884596e-06,-3.517694337246919e-06,-2.6941668200219926e-05,0.0,3.684152986640598e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q20.20_s30.20,1.2235277768724018e-07,2.2092581974941794e-07,9.857304206217776e-08,-8.216917413150782e-08,5.485341006972178e-07,-6.568242173488059e-07,-5.728696983064996e-06,-5.875816336264883e-06,-2.6941668200219926e-05,-1.3159210681276678e-05,6.177005890107548e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q20.35_s30.35,1.2235277768724018e-07,3.0699116848609265e-07,1.8463839079885247e-07,-1.2879037392110604e-07,9.772407774111258e-07,-1.1343259560536723e-06,-1.0010038476365724e-05,-1.0267497344372339e-05,-4.7082699246053794e-05,-2.2987570088173204e-05,0.0001080976030768848,False,False
all,support60,grad_core_top50,all,core_gain,0.095,0.12,uniform_q21.00_s31.00,1.2235277768724018e-07,8.591893740916845e-07,7.368365964044443e-07,-1.8218433250893895e-07,3.0064471089330524e-06,-3.0538156564619e-06,-2.8412153253359884e-05,-2.9147750019276053e-05,-0.00013371424981936664,-6.517082295408316e-05,0.00030885029450538346,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_meanneg_m1.00,8.453203048652824e-08,-3.9643085625318264e-07,-4.809628867397109e-07,-9.037156127877921e-07,7.782483467666523e-07,-2.335563880073721e-06,-1.3563581036490913e-05,-1.3616979231428108e-05,-5.768210215048586e-05,-3.7262965104672974e-05,0.00015349190004704,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_meanneg_m0.50,8.453203048652824e-08,-1.882595758173622e-07,-2.7279160630389043e-07,-4.865625544692165e-07,3.438402151889619e-07,-1.2017551717091735e-06,-6.815311936692048e-06,-6.84201103414876e-06,-2.8968836109116713e-05,-1.873834744722802e-05,7.674595002352027e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_p90_nonpos_m1.00,8.453203048652824e-08,-6.201504276770464e-08,-1.4654707325423288e-07,-2.2413762990058927e-07,-3.850891361345532e-08,-3.0918282767355976e-07,-3.932827734476341e-06,-3.5774071604250686e-06,-2.3135471389656992e-05,-4.394322751011259e-06,3.314768286933885e-05,True,True
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_soft_p90_m1.00,8.453203048652824e-08,-4.331447023275814e-08,-1.2784650071928638e-07,-1.7500819438076576e-07,8.473195145519696e-09,-3.231880029153089e-07,-2.3064988585452806e-06,-1.9781936205458934e-06,-1.2245614473854749e-05,-3.899877535643026e-06,2.190836438315804e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_p90_nonpos_m0.50,8.453203048652824e-08,2.6205192460437843e-09,-8.191151124048446e-08,-1.1907432895252867e-07,-2.7464055363246587e-08,-1.6206225872394953e-07,-1.9741560669250813e-06,-1.7964457798637547e-06,-1.1609552684671565e-05,-2.2095397831933816e-06,1.6573841434669423e-05,True,True
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_soft_p90_m0.50,8.453203048652824e-08,1.923757075861232e-08,-6.529445972791592e-08,-8.864288381094099e-08,2.817222233275629e-09,-1.6277386061247512e-07,-1.1543352392562323e-06,-9.901826202783447e-07,-6.129176263969249e-06,-1.951170410463554e-06,1.0954182191579074e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_soft_max_m1.00,8.453203048652824e-08,1.963608120547633e-08,-6.489594928105191e-08,-1.0064018374222883e-07,4.1802082684228026e-08,-2.2620943940232507e-07,-1.3904004326492636e-06,-1.2054340874843682e-06,-6.97585321610128e-06,-2.756949812263154e-06,1.2914373656877729e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,tail_soft_max_m0.50,8.453203048652824e-08,5.145463000122419e-08,-3.3077400485304054e-08,-5.0826391428948625e-08,2.0212971407751468e-08,-1.1362949781101861e-07,-6.956949190617401e-07,-6.032117464574796e-07,-3.490706578651581e-06,-1.3791578541283434e-06,6.45718682843778e-06,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q20.05_s30.05,8.453203048652824e-08,1.0496626068334791e-07,2.043423019681967e-08,-2.0753131324546814e-08,1.2278632555151603e-07,-1.5183239043814467e-07,-1.3085812898550042e-06,-1.342134826530313e-06,-6.153338306474909e-06,-3.0067307218578643e-06,1.408790817041916e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q20.00_s30.20,8.453203048652824e-08,1.1111202080638094e-07,2.6579990319852698e-08,-6.859534296133063e-08,3.2031665087028927e-07,-4.642562410062112e-07,-1.7153424306803888e-06,-2.1516267720527566e-06,0.0,-1.2007397014623944e-05,2.2741815961453628e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q20.10_s30.10,8.453203048652824e-08,1.26370800490605e-07,4.1838770004076764e-08,-4.0316888272329265e-08,2.4694416578263656e-07,-3.024664545492328e-07,-2.6159592728669523e-06,-2.6830663462413547e-06,-1.2301507975209791e-05,-6.010206934081719e-06,2.8175816340841463e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q20.20_s30.00,8.453203048652824e-08,1.4690268423933617e-07,6.237065375280793e-08,-7.280918534746661e-09,1.7906071758666542e-07,-1.3587520308888656e-07,-3.5117628922887167e-06,-3.209692697673082e-06,-2.4582340245410395e-05,0.0,3.360981672023103e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q20.20_s30.20,8.453203048652824e-08,1.7294075371765416e-07,8.840872323112592e-08,-7.587626149607729e-08,4.993746566261947e-07,-6.001397901966854e-07,-5.227105322913594e-06,-5.361319469694112e-06,-2.4582340245410395e-05,-1.2007397014623944e-05,5.635163268168477e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q20.35_s30.35,8.453203048652824e-08,2.475572733473541e-07,1.6302524286082587e-07,-1.2029490403797638e-07,8.883084350319592e-07,-1.0376635010134194e-06,-9.134799627330548e-06,-9.369674384172662e-06,-4.29648166653529e-05,-2.0978780726210733e-05,9.861535719294582e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.08,uniform_q21.00_s31.00,8.453203048652824e-08,7.290927782621637e-07,6.445607477756354e-07,-1.890768028811607e-07,2.7163930457207996e-06,-2.809017119798085e-06,-2.5942999192757332e-05,-2.6614069926544914e-05,-0.000122084397863792,-5.951659648500973e-05,0.0002817581634084217,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_meanneg_m1.00,3.649245073900076e-07,-1.7626412585070028e-07,-5.411886332407079e-07,-1.2514626017701147e-06,1.3664397042756349e-06,-3.3979684256335574e-06,-2.0244811342357005e-05,-2.0324908634842108e-05,-8.613964646195238e-05,-5.557403293504626e-05,0.00023023785007056157,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_meanneg_m0.50,3.649245073900076e-07,-1.324783904799176e-08,-3.7817234643799935e-07,-7.038150694471668e-07,5.442416451950649e-07,-1.775974394324642e-06,-1.0197826600888416e-05,-1.0237875247121053e-05,-4.335742491304306e-05,-2.8027361293286868e-05,0.00011511892503528057,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_p90_nonpos_m1.00,3.649245073900076e-07,1.7090885195969463e-07,-1.9401565543031296e-07,-3.1517725029850396e-07,-3.319935670820229e-08,-4.277561983512257e-07,-5.876001815480203e-06,-5.3428709543755325e-06,-3.457764476902381e-05,-6.554367939101691e-06,4.972152430400838e-05,True,True
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_soft_p90_m1.00,3.649245073900076e-07,1.7841427646381192e-07,-1.8651023092619567e-07,-2.590955304748732e-07,1.6901798738366836e-08,-4.776903309577918e-07,-3.456492128350863e-06,-2.964034106346864e-06,-1.8349322345928565e-05,-5.846122552249922e-06,3.286256263013859e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_p90_nonpos_m0.50,3.649245073900076e-07,2.5146882465243436e-07,-1.1345568273757323e-07,-1.733581513896354e-07,-3.508291690490495e-08,-2.2858318060592353e-07,-2.9554282778565533e-06,-2.6888628472982752e-06,-1.7382973261759194e-05,-3.3050246825011564e-06,2.4860762152004298e-05,True,True
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_soft_p90_m0.50,3.649245073900076e-07,2.6858358492809487e-07,-9.634092246191273e-08,-1.3211029292747867e-07,5.256760804428495e-09,-2.4150032074121697e-07,-1.7306893911051002e-06,-1.4844603800951724e-06,-9.188993548292501e-06,-2.9258321891240113e-06,1.643128131506794e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_soft_max_m1.00,3.649245073900076e-07,2.695786927020549e-07,-9.534581468795267e-08,-1.4944126958127413e-07,6.47390308028406e-08,-3.3736072158063735e-07,-2.084117322803669e-06,-1.806667719539412e-06,-1.0455444865026253e-05,-4.1333763942802415e-06,1.9371568643204587e-05,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,tail_soft_max_m0.50,3.649245073900076e-07,3.1583325310613475e-07,-4.909125428387284e-08,-7.585988204272809e-08,3.0821042718010006e-08,-1.6986689022058243e-07,-1.043171824754996e-06,-9.044470231327878e-07,-5.233978054741684e-06,-2.0682247180298097e-06,9.685784321601752e-06,True,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q20.05_s30.05,3.649245073900076e-07,3.963397279260761e-07,3.141522053606849e-08,-3.0683681595533585e-08,1.846689509088506e-07,-2.2647448771895284e-07,-1.96242069452901e-06,-2.0127509995836e-06,-9.228069238559344e-06,-4.508875623129849e-06,2.113186225563015e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q20.00_s30.20,3.649245073900076e-07,4.090343272977748e-07,4.410981990776719e-08,-1.0022045771052035e-07,4.83056901368073e-07,-6.903495406440641e-07,-2.570224659159681e-06,-3.224651171212283e-06,0.0,-1.7991572614214912e-05,3.411272394217822e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q20.10_s30.10,3.649245073900076e-07,4.3073306810192946e-07,6.580856071192187e-08,-5.869126629143295e-08,3.7242396533354594e-07,-4.502499502123669e-07,-3.922133950090556e-06,-4.022794560132326e-06,-1.844450871765768e-05,-9.010428932865189e-06,4.226372451126279e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q20.20_s30.00,3.649245073900076e-07,4.6214714854997396e-07,9.722264115996637e-08,-6.457626322564636e-09,2.6753421478176165e-07,-1.9933621897560982e-07,-5.2632135009722525e-06,-4.810108209058714e-06,-3.6842494506500456e-05,0.0,5.0414725080346386e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q20.20_s30.20,3.649245073900076e-07,5.084543972522226e-07,1.4352988986221504e-07,-1.0667808425512959e-07,7.571930900063251e-07,-8.897044136979559e-07,-7.83343816015969e-06,-8.034759380286854e-06,-3.6842494506500456e-05,-1.7991572614214912e-05,8.45274490225245e-05,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q20.35_s30.35,3.649245073900076e-07,6.43979190639854e-07,2.790546832498464e-07,-1.5858722157702232e-07,1.3501271225457856e-06,-1.528647210147227e-06,-1.3680088794959522e-05,-1.4032400930230615e-05,-6.43522257314233e-05,-3.140839583369581e-05,0.00014792303578942145,False,False
all,support60,grad_core_top50,all,core_gain,0.13,0.12,uniform_q21.00_s31.00,3.649245073900076e-07,1.436451515179904e-06,1.0715270077898964e-06,-1.0520028359550793e-07,4.19207904811536e-06,-4.026947964086425e-06,-3.873400718590325e-05,-3.9740613286566776e-05,-0.00018235063089683257,-8.878741940415713e-05,0.00042263724511263506,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_meanneg_m1.00,1.6749826070583396e-07,-2.5742908027481803e-07,-4.24927340980652e-07,-7.86308789857415e-07,6.214877940058372e-07,-1.9795325074678516e-06,-9.9199311740239e-06,-1.0581861685089932e-05,-4.219958197632101e-05,-2.723993624169363e-05,0.0001280000000000003,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_meanneg_m0.50,1.6749826070583396e-07,-5.5385121711104546e-08,-2.228833824169385e-07,-4.1345362600253566e-07,2.913137404636501e-07,-9.980422728261829e-07,-4.9797360326120366e-06,-5.3107012881272144e-06,-2.1181576960821458e-05,-1.3676575266852176e-05,6.400000000000036e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_p90_nonpos_m1.00,1.6749826070583396e-07,6.109465666703784e-08,-1.0640360403879612e-07,-1.9178365262551011e-07,2.142364297075261e-08,-2.9863615069736227e-07,-2.5875401824526634e-06,-2.643872188274574e-06,-1.4077698374082015e-05,-4.035082902656417e-06,2.5599999999999863e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_soft_p90_m1.00,1.6749826070583396e-07,6.780134964579076e-08,-9.969691106004319e-08,-1.4636741840767797e-07,2.376408825277565e-08,-2.8092031290061215e-07,-1.5310918832778242e-06,-1.3692874098866412e-06,-7.80397033475766e-06,-2.9136728481454766e-06,1.6490384200278986e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_p90_nonpos_m0.50,1.6749826070583396e-07,1.0738338462878971e-07,-6.011487607704424e-08,-9.92361798290986e-08,7.77476460989135e-09,-1.524917312423213e-07,-1.2976980379164615e-06,-1.32586404084328e-06,-7.05738424836011e-06,-2.0265020169996095e-06,1.2799999999999227e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_soft_max_m1.00,1.6749826070583396e-07,1.162223983719457e-07,-5.1275862333888256e-08,-8.266328244133092e-08,3.8964124482454565e-08,-1.864187770816983e-07,-9.045462466827914e-07,-8.227157168702235e-07,-4.374036867288433e-06,-1.9577868593523284e-06,9.335659141232987e-06,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_soft_p90_m0.50,1.6749826070583396e-07,1.1717355541396302e-07,-5.032470529187094e-08,-7.368640331240073e-08,1.1309430947292753e-08,-1.407179912593648e-07,-7.660229941197638e-07,-6.851207573805603e-07,-3.904581480945746e-06,-1.4575794775179007e-06,8.245192100140631e-06,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,tail_soft_max_m0.50,1.6749826070583396e-07,1.4170874473862227e-07,-2.5789515967211685e-08,-4.153463706302318e-08,1.922439729629133e-08,-9.315900173501035e-08,-4.5247010505011787e-07,-4.1155484012797745e-07,-2.18806542745531e-06,-9.79225307881637e-07,4.667829570616385e-06,True,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q20.05_s30.05,1.6749826070583396e-07,1.836744448757699e-07,1.6176184169935937e-08,-1.731677035099466e-08,9.805063683199222e-08,-1.1801986277149012e-07,-9.571648903750063e-07,-1.0486801211692296e-06,-4.477046908563098e-06,-2.2231073239092902e-06,1.2159999999999884e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q20.00_s30.20,1.6749826070583396e-07,1.8739331797412717e-07,1.9895057268293215e-08,-6.556715659300494e-08,2.6647075201946535e-07,-3.7818148501678195e-07,-1.2687388054322124e-06,-1.6407263595213156e-06,0.0,-8.881171637956098e-06,1.9200000000000033e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q20.10_s30.10,1.6749826070583396e-07,2.003147764328972e-07,3.2816515727063233e-08,-3.3888419070926545e-08,1.9647475624218202e-07,-2.3581580332887597e-07,-1.9135823188520806e-06,-2.0966127804207e-06,-8.950737982682533e-06,-4.4443382491571315e-06,2.4319999999997382e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q20.20_s30.00,1.6749826070583396e-07,2.1576911990450753e-07,4.827085919867358e-08,7.706912885652173e-10,1.2934791771002097e-07,-9.044472315533625e-08,-2.5554361034185735e-06,-2.5495094724587738e-06,-1.788805272365246e-05,0.0,2.9439999999997767e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q20.20_s30.20,1.6749826070583396e-07,2.351092334151872e-07,6.761097270935323e-08,-6.479646519341742e-08,3.9475993340865045e-07,-4.691607446982715e-07,-3.824174908795275e-06,-4.1902358319800825e-06,-1.788805272365246e-05,-8.881171637956098e-06,4.86399999999978e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q20.35_s30.35,1.6749826070583396e-07,2.857233417641325e-07,1.1822508105829854e-07,-1.0557083129913991e-07,6.977162428922767e-07,-8.135614356641341e-07,-6.684458571659668e-06,-7.325065187223175e-06,-3.126885667914525e-05,-1.5522353322472426e-05,8.511999999999962e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.08,uniform_q21.00_s31.00,1.6749826070583396e-07,5.687997679526546e-07,4.013015072468207e-07,-2.0479469664547167e-07,2.087185467347652e-06,-2.2659916726341933e-06,-1.900131395377036e-05,-2.0831618569646823e-05,-8.890335745292965e-05,-4.4105840223782056e-05,0.00024320000000000114,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_meanneg_m1.00,3.90645940706591e-07,-1.5087681548564547e-07,-5.415227561922364e-07,-1.1185806427782552e-06,9.89551457220017e-07,-2.8593864001003055e-06,-1.4820600274467743e-05,-1.581349604107274e-05,-6.305401454587134e-05,-4.069018737512531e-05,0.00019199999999999935,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_meanneg_m0.50,3.90645940706591e-07,7.803022294972095e-08,-3.1261571775687e-07,-6.049550712594609e-07,4.513298722530479e-07,-1.4748831183020172e-06,-7.4547752891285235e-06,-7.951223172446878e-06,-3.1711026005826204e-05,-2.047240101776815e-05,9.599999999999897e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_p90_nonpos_m1.00,3.90645940706591e-07,2.3613207844608297e-07,-1.54513862260508e-07,-2.776425779282832e-07,4.1214284984825156e-08,-4.2000622679783106e-07,-3.869526591454564e-06,-3.954024600246898e-06,-2.1060924379812107e-05,-6.025761760369841e-06,3.8399999999999524e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_soft_p90_m1.00,3.90645940706591e-07,2.45023784595233e-07,-1.4562215611135798e-07,-2.180430389575605e-07,3.9491876213659793e-08,-4.152194421624955e-07,-2.2952075603710487e-06,-2.052500761399022e-06,-1.1698172084573244e-05,-4.368280838051852e-06,2.4735584945649873e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_p90_nonpos_m0.50,3.90645940706591e-07,3.0591013566727554e-07,-8.473580503931544e-08,-1.46345994878061e-07,1.4115723812047065e-08,-2.176206791437707e-07,-1.9436010875173437e-06,-1.985850091891698e-06,-1.057217620423212e-05,-3.0330314079729526e-06,1.9199999999999382e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_soft_max_m1.00,3.90645940706591e-07,3.151209803098354e-07,-7.55249603967556e-08,-1.2338594113092682e-07,6.012347897321746e-08,-2.7786522438510985e-07,-1.3562289136459516e-06,-1.2334830729202409e-06,-6.55791748363499e-06,-2.935684911498093e-06,1.400349310456473e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_soft_p90_m0.50,3.90645940706591e-07,3.165697131102263e-07,-7.407622759636467e-08,-1.1015260248381509e-07,1.84643004219609e-08,-2.0877722939349752e-07,-1.1486771683000274e-06,-1.0273237688159995e-06,-5.85492809299093e-06,-2.185812084984362e-06,1.2367792472824666e-05,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,tail_soft_max_m0.50,3.90645940706591e-07,3.523447219544451e-07,-3.830121875214587e-08,-6.214971570717154e-08,2.9481479701942703e-08,-1.3941167686937206e-07,-6.785576721346498e-07,-6.171847517499884e-07,-3.2813145703913804e-06,-1.4685891342736124e-06,7.0017465522819854e-06,True,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q20.05_s30.05,3.90645940706591e-07,4.150150492154836e-07,2.4369108508892623e-08,-2.5695733096853246e-08,1.4620590838010372e-07,-1.7614353919892523e-07,-1.4354670354321808e-06,-1.5727398816611782e-06,-6.7143119234225335e-06,-3.3339573249080434e-06,1.824000000000053e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q20.00_s30.20,3.90645940706591e-07,4.232723197494792e-07,3.262637904288823e-08,-9.681192980615094e-08,3.9934702045218984e-07,-5.621023180246709e-07,-1.9015002336586484e-06,-2.4594815648537605e-06,0.0,-1.3310501635832583e-05,2.8799999999999833e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q20.10_s30.10,3.90645940706591e-07,4.4109473951170486e-07,5.044879880511388e-08,-4.971497447048279e-08,2.9407044976892394e-07,-3.506027533850542e-07,-2.869252315046422e-06,-3.143798007444935e-06,-1.3421073246422388e-05,-6.663692959291145e-06,3.6480000000000627e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q20.20_s30.00,3.90645940706591e-07,4.6385592566977607e-07,7.320998496318509e-08,4.087564731136695e-09,1.8970626314285255e-07,-1.3234535578554585e-07,-3.830277773730906e-06,-3.82138782728525e-06,-2.6811944415700006e-05,0.0,4.4159999999998276e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q20.20_s30.20,3.90645940706591e-07,4.983855350637612e-07,1.0773959435717018e-07,-9.272436507501425e-08,5.947753375368237e-07,-6.944687709342645e-07,-5.73177800741731e-06,-6.280869392170723e-06,-2.6811944415700006e-05,-1.3310501635832583e-05,7.295999999999833e-05,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q20.35_s30.35,3.90645940706591e-07,5.905535984673804e-07,1.9990765776078945e-07,-1.4466715780869777e-07,1.0417826691311305e-06,-1.1976388669676652e-06,-1.0012955883459407e-05,-1.0973865806776904e-05,-4.684162371113021e-05,-2.3249067472794205e-05,0.00012768000000000046,False,False
all,support60,grad_core_top50,all,flat,0.07,0.12,uniform_q21.00_s31.00,3.90645940706591e-07,1.1173531084818222e-06,7.267071677752313e-07,-1.9549078267289133e-07,3.1391042264461433e-06,-3.2068741454560623e-06,-2.838992174339361e-05,-3.11353786671845e-05,-0.0001328517194491008,-6.58777327545712e-05,0.00036479999999999813,False,False
all,support60,grad_core_top50,all,flat,0.095,0.08,tail_meanneg_m1.00,3.1026332814043656e-07,-1.991281417534907e-07,-5.093914698939273e-07,-1.0277860937879524e-06,8.804160566144859e-07,-2.602760986847308e-06,-1.3424441502152273e-05,-1.4322775767199627e-05,-5.711229631374937e-05,-3.685879420124716e-05,0.00017371428571428648,True,False
all,support60,grad_core_top50,all,flat,0.095,0.08,tail_meanneg_m0.50,3.1026332814043656e-07,2.3318595387955554e-08,-2.86944732752481e-07,-5.512759377879206e-07,4.046426653747659e-07,-1.3383776568121064e-06,-6.748629804292916e-06,-7.197796936824521e-06,-2.87067847528355e-05,-1.85336238769096e-05,8.685714285714145e-05,True,False
