law_name,feature_view,group_mode,neighbors,weights,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,active_subjects,positive_active_subjects,negative_active_subjects,active_subject_rate,std_subject_gain_per_cell,min_active_gain_per_cell,robust_transport_score
compact_episode_context__expert_family__knn55_uniform,compact_episode_context,expert_family,55,uniform,topfrac,0.2,0.6459733266425067,147,-0.008976244491511867,-0.04488122245755935,0.5238095238095238,10,4,6,1.0,0.025568000048251664,-0.05906404138742362,-0.020811444498749616
human_episode_context__target_expert_family__knn7_distance,human_episode_context,target_expert_family,7,distance,topfrac,0.15,0.6459755687782673,110,-0.00897848662727252,-0.05999261519132094,0.38181818181818183,10,4,6,1.0,0.015540903276421086,-0.034299647185601474,-0.019309622118735683
route_episode_context__expert_family__knn55_distance,route_episode_context,expert_family,55,distance,topfrac,0.15,0.6459829470230026,110,-0.008985864872007766,-0.060041915281142784,0.45454545454545453,10,5,5,1.0,0.01795132589345493,-0.047142443772116266,-0.018178563756026004
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.04,0.6459845178256078,297,-0.008987435674613048,-0.02224163374020401,0.48148148148148145,10,3,7,1.0,0.024431478520999875,-0.038672694763935186,-0.022152157452763027
human_episode_context__target__knn13_distance,human_episode_context,target,13,distance,threshold,0.02,0.6460109773084995,465,-0.009013895157504778,-0.014247769765088195,0.4946236559139785,10,4,6,1.0,0.019388760814447813,-0.04778573147378887,-0.01992220927967195
route_episode_context__expert_family__knn7_uniform,route_episode_context,expert_family,7,uniform,threshold,0.01,0.6460114628137648,593,-0.009014380662769906,-0.011172967600566406,0.524451939291737,10,6,4,1.0,0.03481248396094918,-0.07917176347938168,-0.01923625325691228
route_episode_context__expert_family__knn7_distance,route_episode_context,expert_family,7,distance,threshold,0.02,0.64603982246401,515,-0.009042740313015166,-0.012905658504982804,0.5203883495145631,10,5,5,1.0,0.03330219235863991,-0.07476117839998737,-0.02053806916681115
route_episode_context__target_expert_family__knn55_uniform,route_episode_context,target_expert_family,55,uniform,threshold,-0.02,0.646059724503134,730,-0.00906264235213902,-0.00912471524496189,0.5219178082191781,10,5,5,1.0,0.03897808526937174,-0.05458240483807858,-0.02140935514254478
route_episode_context__target_expert_family__knn55_distance,route_episode_context,target_expert_family,55,distance,topfrac,0.1,0.6460779806323632,74,-0.0090808984813684,-0.09019541059196992,0.47297297297297297,10,3,7,1.0,0.01684724143072067,-0.032978532101879586,-0.021107984695976502
compact_episode_context__expert_family__knn35_uniform,compact_episode_context,expert_family,35,uniform,topfrac,0.15,0.6461358493269254,110,-0.009138767175930587,-0.061063580675536196,0.4727272727272727,10,5,5,1.0,0.01835081395735965,-0.03680313049246957,-0.018391389269534535
compact_episode_context__expert_family__knn21_distance,compact_episode_context,expert_family,21,distance,topfrac,0.15,0.6461648511211615,110,-0.009167768970166646,-0.06125736539156807,0.45454545454545453,10,5,5,1.0,0.020477145026808714,-0.056977441186293346,-0.018739340724187953
compact_episode_context__all__knn13_uniform,compact_episode_context,all,13,uniform,threshold,0.0,0.6461688997539315,665,-0.009171817602936713,-0.010137272087456366,0.4932330827067669,10,5,5,1.0,0.02859614475834271,-0.07801146303461218,-0.01996123931668812
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,topfrac,0.15,0.6461851730809228,110,-0.009188090929927986,-0.06139315303179154,0.4,10,5,5,1.0,0.028203764705433808,-0.0850511960645864,-0.019918655635743056
route_episode_context__all__knn35_distance,route_episode_context,all,35,distance,topfrac,0.1,0.646185208579219,74,-0.009188126428224235,-0.09126044492898396,0.3783783783783784,8,5,3,0.8,0.019709147484612416,-0.05610568646850889,-0.0158444985509161
route_episode_context__expert_family__knn7_uniform,route_episode_context,expert_family,7,uniform,topfrac,0.2,0.6462041580324444,147,-0.009207075881449532,-0.046035379407247674,0.4421768707482993,10,5,5,1.0,0.029001712387193606,-0.0809391906282918,-0.02005733273952857
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.005,0.6462537259107992,530,-0.009256643759804421,-0.012837043704634432,0.5207547169811321,10,5,5,1.0,0.03771644253921873,-0.05325772063567035,-0.02141411014068723
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.01,0.6462552580841705,409,-0.009258175933175683,-0.016637553327345053,0.4938875305623472,10,4,6,1.0,0.022770321555990587,-0.04449831951791703,-0.020673724166574273
human_episode_context__target_episode_family__knn35_uniform,human_episode_context,target_episode_family,35,uniform,threshold,0.0,0.6462875256231672,599,-0.009290443472172267,-0.011399792908258124,0.5025041736227045,10,4,6,1.0,0.026793381480773253,-0.0469563319025059,-0.021309450694288256
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,0.02,0.6463056625516874,247,-0.009308580400692597,-0.027699621840117646,0.4979757085020243,10,3,7,1.0,0.024873758114818963,-0.04748313540865998,-0.02253964411791544
compact_episode_context__all__knn7_distance,compact_episode_context,all,7,distance,topfrac,0.1,0.6463070200294854,74,-0.009309937878490555,-0.0924703289282508,0.32432432432432434,9,5,4,0.9,0.027388217466490963,-0.08463164234804245,-0.018518170498464197
human_episode_context__target__knn21_distance,human_episode_context,target,21,distance,threshold,0.02,0.6463164804707747,428,-0.009319398319779886,-0.01600410692765938,0.4742990654205608,10,5,5,1.0,0.02533998220931551,-0.04732831089202198,-0.01962039565117721
route_episode_context__all__knn35_uniform,route_episode_context,all,35,uniform,topfrac,0.1,0.6463296706835575,74,-0.009332588532562646,-0.09269530501937225,0.3783783783783784,7,3,4,0.7,0.02010544323950903,-0.056177649145590376,-0.017648405018489
route_episode_context__target_episode_family__knn55_uniform,route_episode_context,target_episode_family,55,uniform,threshold,0.04,0.6463524499451395,183,-0.00935536779414472,-0.0375748378617288,0.5191256830601093,10,4,6,1.0,0.025365693353500005,-0.07163557084044,-0.02116022179716972
route_episode_context__all__knn35_uniform,route_episode_context,all,35,uniform,topfrac,0.15,0.6463597156871449,110,-0.009362633536150104,-0.06255941499154842,0.42727272727272725,10,4,6,1.0,0.02339523888706255,-0.06453897486587297,-0.020871919369209485
human_episode_context__target__knn13_uniform,human_episode_context,target,13,uniform,threshold,0.005,0.6463665024548167,606,-0.009369420303821875,-0.011363900863546335,0.4900990099009901,10,3,7,1.0,0.023392318913266638,-0.04665373803187763,-0.02237826814081187
compact_episode_context__all__knn13_uniform,compact_episode_context,all,13,uniform,threshold,0.02,0.6463731406722276,463,-0.009376058521232893,-0.014884239769127814,0.48596112311015116,10,4,6,1.0,0.02836094757738815,-0.07855012718794893,-0.021630200657841117
human_episode_context__target_expert_family__knn55_distance,human_episode_context,target_expert_family,55,distance,threshold,0.04,0.6463790396121031,87,-0.009381957461108247,-0.07926136475763863,0.41379310344827586,10,3,7,1.0,0.01207612241326436,-0.02891310470782341,-0.020693375823097902
compact_episode_context__expert_family__knn21_uniform,compact_episode_context,expert_family,21,uniform,topfrac,0.2,0.6463861043578509,147,-0.009389022206856097,-0.04694511103428049,0.46258503401360546,10,4,6,1.0,0.024553283269757024,-0.06988582376211243,-0.02107201469731965
human_episode_context__target_expert_family__knn55_uniform,human_episode_context,target_expert_family,55,uniform,topfrac,0.1,0.6464049359472794,74,-0.009407853796284628,-0.09344287216580001,0.3918918918918919,10,3,7,1.0,0.012208261277789114,-0.02837624844608813,-0.020739092987952994
human_episode_context__target_expert_family__knn13_uniform,human_episode_context,target_expert_family,13,uniform,threshold,0.04,0.6464227785496067,290,-0.009425696398611818,-0.02388926501027478,0.4724137931034483,10,4,6,1.0,0.014412677344200452,-0.034376326039600766,-0.019587598000241888
compact_episode_context__target_expert_family__knn35_distance,compact_episode_context,target_expert_family,35,distance,threshold,0.0,0.6464352499640739,617,-0.009438167813078949,-0.011243198286244777,0.520259319286872,10,5,5,1.0,0.03863401464729123,-0.05325772063567035,-0.021733270010172633
route_episode_context__expert_family__knn35_uniform,route_episode_context,expert_family,35,uniform,topfrac,0.1,0.6464542371096764,74,-0.009457154958681631,-0.09393255263014863,0.36486486486486486,8,4,4,0.8,0.022445427287055293,-0.06781906999660903,-0.01802396905173993
route_episode_context__all__knn7_distance,route_episode_context,all,7,distance,topfrac,0.15,0.6464638675665217,110,-0.009466785415526905,-0.06325533891283887,0.4090909090909091,10,5,5,1.0,0.033956907533100864,-0.1053500527988252,-0.021060321545492033
human_episode_context__target_expert_family__knn35_distance,human_episode_context,target_expert_family,35,distance,threshold,0.04,0.6464651656709693,168,-0.009468083519974484,-0.041422865399888376,0.42857142857142855,10,3,7,1.0,0.015096862137317148,-0.03723800914810142,-0.021232612840572054
route_episode_context__expert_family__knn55_uniform,route_episode_context,expert_family,55,uniform,topfrac,0.1,0.6464691143646939,74,-0.009472032213698984,-0.09408031996038857,0.43243243243243246,9,4,5,0.9,0.01689985799432069,-0.038281770561764766,-0.018607010912847086
route_episode_context__expert_family__knn7_uniform,route_episode_context,expert_family,7,uniform,topfrac,0.15,0.6464821937622104,110,-0.00948511161121562,-0.0633777912203953,0.4090909090909091,10,5,5,1.0,0.027240526997479638,-0.08058145494134737,-0.020071190660837564
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,threshold,0.08,0.6464961710327436,108,-0.009499088881748783,-0.06464657711190143,0.39814814814814814,10,5,5,1.0,0.026283146430197506,-0.08142959305568359,-0.019941560846278406
human_episode_context__target__knn35_uniform,human_episode_context,target,35,uniform,threshold,0.0,0.6465108057491489,599,-0.00951372359815401,-0.011673767687217356,0.48414023372287146,10,4,6,1.0,0.03554904031990774,-0.05431821527942186,-0.02284607964614017
human_episode_context__all__knn13_uniform,human_episode_context,all,13,uniform,topfrac,0.2,0.6465270455811435,147,-0.009529963430148676,-0.047649817150743394,0.42857142857142855,10,3,7,1.0,0.0200863434023474,-0.051786122565204866,-0.022042914940500785
route_episode_context__expert_family__knn21_uniform,route_episode_context,expert_family,21,uniform,topfrac,0.08,0.6465321456388248,59,-0.009535063487829964,-0.11878426548398341,0.3220338983050847,7,3,4,0.7,0.017474447739845588,-0.055609963686519645,-0.017456230648806803
route_episode_context__target_episode_family__knn7_distance,route_episode_context,target_episode_family,7,distance,threshold,0.04,0.6465366972293416,386,-0.00953961507834679,-0.018164811094779503,0.4948186528497409,10,3,7,1.0,0.027669704790443946,-0.057314145578585794,-0.023190070796913383
human_episode_context__target__knn35_distance,human_episode_context,target,35,distance,threshold,0.02,0.646541442757842,357,-0.009544360606847121,-0.019650154190567603,0.4481792717086835,10,4,6,1.0,0.02253797088648071,-0.04158260894883957,-0.020925056239819228
human_episode_context__target__knn13_uniform,human_episode_context,target,13,uniform,threshold,0.04,0.646552775090015,286,-0.009555692939020147,-0.02455746262300632,0.4755244755244755,10,2,8,1.0,0.015229946165367766,-0.04298631460147797,-0.02284018486382531
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,topfrac,0.08,0.6465630590736695,59,-0.009565976922674656,-0.11916937352823512,0.3220338983050847,9,6,3,0.9,0.02750137881288222,-0.08898692229668473,-0.01729118374460699
compact_episode_context__expert_family__knn21_uniform,compact_episode_context,expert_family,21,uniform,threshold,0.08,0.6465638894686646,106,-0.009566807317669804,-0.06633588092912553,0.44339622641509435,10,4,6,1.0,0.01904771536232925,-0.05643159328405537,-0.02042396462201919
human_episode_context__target_expert_family__knn35_uniform,human_episode_context,target_expert_family,35,uniform,threshold,0.0,0.646566601772052,579,-0.009569519621057258,-0.012147835788388746,0.5025906735751295,10,3,7,1.0,0.026144220439789784,-0.04789455904272804,-0.022991152687025725
route_episode_context__expert_family__knn35_distance,route_episode_context,expert_family,35,distance,topfrac,0.08,0.6465764091344839,59,-0.009579326983489175,-0.11933568360787361,0.3220338983050847,8,4,4,0.8,0.019547954714868622,-0.058013813002139994,-0.01771152019071947
route_episode_context__expert_family__knn7_distance,route_episode_context,expert_family,7,distance,threshold,0.01,0.6465898867858829,591,-0.00959280463488808,-0.011930137743896334,0.5194585448392555,10,6,4,1.0,0.03733059003927832,-0.07917176347938168,-0.020192393140779828
route_episode_context__target_expert_family__knn55_uniform,route_episode_context,target_expert_family,55,uniform,threshold,-0.01,0.646590020278412,697,-0.009592938127417096,-0.010115939058323625,0.5179340028694405,10,4,6,1.0,0.036702253672602235,-0.05118038104528437,-0.023098276178307432
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,threshold,0.0,0.6465917988376306,636,-0.009594716686635732,-0.011088233906725255,0.5204402515723271,10,4,6,1.0,0.03808893868336548,-0.05896751697223874,-0.023308057489140555
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,topfrac,0.2,0.6465952831810035,147,-0.009598201030008609,-0.04799100515004305,0.5034013605442177,10,3,7,1.0,0.01611672433526703,-0.027459471837334996,-0.021515709680298666
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,-0.01,0.6465982842861224,686,-0.009601202135127497,-0.010287002287636604,0.5174927113702624,10,4,6,1.0,0.038983306944179556,-0.052235377503458406,-0.02344869817675443
human_episode_context__target_episode_family__knn55_uniform,human_episode_context,target_episode_family,55,uniform,threshold,0.0,0.6466185664580353,560,-0.009621484307040521,-0.012628198152990683,0.4982142857142857,10,3,7,1.0,0.026010369393334114,-0.039371146875308474,-0.02302303971604064
human_episode_context__target__knn35_distance,human_episode_context,target,35,distance,threshold,0.04,0.6466229681705602,172,-0.009625886019565372,-0.041133873397561325,0.4127906976744186,10,2,8,1.0,0.012797869924063532,-0.02925751090232898,-0.0225455665081749
compact_episode_context__target_expert_family__knn55_uniform,compact_episode_context,target_expert_family,55,uniform,threshold,-0.02,0.6466510381312874,719,-0.009653955980292632,-0.00986878671142571,0.5187760778859527,10,4,6,1.0,0.037603073260820706,-0.055125375591288876,-0.023294416969415737
compact_episode_context__all__knn13_uniform,compact_episode_context,all,13,uniform,threshold,0.01,0.6466669018491525,580,-0.009669819698157672,-0.012253995651975673,0.4982758620689655,10,4,6,1.0,0.028605091536788762,-0.08043499911643771,-0.021960583428675986
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,topfrac,0.08,0.6466669483055084,59,-0.009669866154513576,-0.12046358684012674,0.3220338983050847,7,3,4,0.7,0.020798214492337538,-0.06902387312194516,-0.01808959832836421
human_episode_context__all__knn7_distance,human_episode_context,all,7,distance,threshold,0.08,0.6466724862643403,182,-0.009675404113345522,-0.03907374738081845,0.45054945054945056,10,4,6,1.0,0.01856825490850026,-0.05112417656263974,-0.020460642349620563
human_episode_context__expert_family__knn55_distance,human_episode_context,expert_family,55,distance,threshold,0.02,0.6466853204825285,242,-0.00968823833153367,-0.029425021378831608,0.5495867768595041,10,2,8,1.0,0.01671866491779951,-0.026766529598617538,-0.023196038069203596
route_episode_context__expert_family__knn7_distance,route_episode_context,expert_family,7,distance,topfrac,0.15,0.6467095154591413,110,-0.009712433308146593,-0.06489671346807041,0.4090909090909091,10,6,4,1.0,0.026741515457777927,-0.0786722938867131,-0.018723660626813278
human_episode_context__target_expert_family__knn13_uniform,human_episode_context,target_expert_family,13,uniform,threshold,0.01,0.6467154821523191,553,-0.009718400001324252,-0.012916860761253755,0.5081374321880651,10,4,6,1.0,0.023337800306756872,-0.03841162706780939,-0.021219070047337783
compact_episode_context__target_expert_family__knn55_distance,compact_episode_context,target_expert_family,55,distance,threshold,0.02,0.6467253369202247,266,-0.009728254769229767,-0.026880703967608575,0.5037593984962406,10,4,6,1.0,0.03171698199991713,-0.04397323295122014,-0.022485802069217336
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,topfrac,0.15,0.6467317977042188,110,-0.009734715553223977,-0.06504559937836021,0.4,10,3,7,1.0,0.013388350662987925,-0.03511059868999855,-0.021242968152672168
compact_episode_context__expert_family__knn21_distance,compact_episode_context,expert_family,21,distance,threshold,0.08,0.6467353382396542,112,-0.009738256088659358,-0.06390730558182703,0.44642857142857145,10,5,5,1.0,0.021347386091697347,-0.05970694147193764,-0.01944036400241396
route_episode_context__target__knn35_uniform,route_episode_context,target,35,uniform,threshold,0.02,0.6467448723325414,365,-0.009747790181546607,-0.01962911173544317,0.5178082191780822,10,4,6,1.0,0.030797878425623353,-0.05308780714776902,-0.02236747194539011
human_episode_context__target__knn21_distance,human_episode_context,target,21,distance,threshold,0.01,0.6467467254082608,512,-0.00974964325726589,-0.013996069910332868,0.46875,10,5,5,1.0,0.02960082983209812,-0.04494259935748235,-0.020689767732080606
compact_episode_context__all__knn13_uniform,compact_episode_context,all,13,uniform,threshold,-0.02,0.6467596854321199,728,-0.00976260328112513,-0.009856474466520562,0.49175824175824173,10,4,6,1.0,0.031074863105075533,-0.08164408472747596,-0.02242383274688646
route_episode_context__expert_family__knn7_distance,route_episode_context,expert_family,7,distance,threshold,0.005,0.646779955214216,620,-0.009782873063221273,-0.011597438228173605,0.5225806451612903,10,5,5,1.0,0.03841550677543298,-0.07917176347938168,-0.02204519907953622
human_episode_context__expert_family__knn13_uniform,human_episode_context,expert_family,13,uniform,topfrac,0.2,0.6467826910066234,147,-0.009785608855628593,-0.04892804427814298,0.4557823129251701,10,3,7,1.0,0.012615365284686994,-0.029696233285235074,-0.021177913648331645
human_episode_context__target_expert_family__knn55_uniform,human_episode_context,target_expert_family,55,uniform,threshold,0.02,0.646790371424492,246,-0.009793289273497204,-0.02926043746349774,0.5121951219512195,10,5,5,1.0,0.017252507060153757,-0.041271758202590526,-0.018881165332520267
route_episode_context__all__knn13_distance,route_episode_context,all,13,distance,topfrac,0.2,0.6468027750727271,147,-0.00980569292173223,-0.04902846460866116,0.40816326530612246,10,4,6,1.0,0.031314663787076084,-0.09159080267613408,-0.022502892489793643
route_episode_context__all__knn7_uniform,route_episode_context,all,7,uniform,topfrac,0.2,0.6468090616146074,147,-0.009811979463612541,-0.049059897318062706,0.42857142857142855,10,5,5,1.0,0.03874888951797428,-0.12023266112973875,-0.022124312891308683
route_episode_context__expert_family__knn21_uniform,route_episode_context,expert_family,21,uniform,topfrac,0.15,0.6468300099511256,110,-0.009832927800130762,-0.06570183575541919,0.41818181818181815,10,6,4,1.0,0.028427984856497626,-0.08418907769182057,-0.019097125528605402
route_episode_context__expert_family__knn21_uniform,route_episode_context,expert_family,21,uniform,topfrac,0.1,0.6468322716296349,74,-0.009835189478640101,-0.09768735495676319,0.35135135135135137,9,5,4,0.9,0.020114022658027364,-0.06421258317132893,-0.017952292877344202
human_episode_context__target_episode_family__knn21_uniform,human_episode_context,target_episode_family,21,uniform,threshold,0.02,0.6468561138150938,465,-0.009859031664098933,-0.015583630694866056,0.4967741935483871,10,4,6,1.0,0.02352650704282108,-0.04189470938730083,-0.021388007720522094
human_episode_context__target__knn55_distance,human_episode_context,target,55,distance,topfrac,0.2,0.6468862869187733,147,-0.009889204767778449,-0.04944602383889226,0.42857142857142855,10,3,7,1.0,0.015691006898359602,-0.0394455849434456,-0.021742855802532386
human_episode_context__all__knn21_distance,human_episode_context,all,21,distance,threshold,0.04,0.6469236530345933,214,-0.009926570883598503,-0.03409359625908832,0.4719626168224299,10,3,7,1.0,0.021601259226810342,-0.056746550317014886,-0.022666759767620052
route_episode_context__expert_family__knn7_distance,route_episode_context,expert_family,7,distance,threshold,0.0,0.6469251752617762,660,-0.00992809311078135,-0.011056285509733773,0.5166666666666667,10,4,6,1.0,0.03845773626982584,-0.07936911037489777,-0.023696753551255226
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.02,0.6469276841332746,491,-0.00993060198227976,-0.014865565085490069,0.49490835030549896,10,3,7,1.0,0.01686950394583611,-0.04145699481454424,-0.021961027574155176
human_episode_context__target_expert_family__knn35_distance,human_episode_context,target_expert_family,35,distance,threshold,-0.01,0.6469290933480019,671,-0.009932011197007082,-0.01087932672101372,0.4977645305514158,10,4,6,1.0,0.02945158125754976,-0.051927766962065205,-0.022349748385639544
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,threshold,0.01,0.6469433211527617,512,-0.00994623900176681,-0.014278292316989457,0.52734375,10,4,6,1.0,0.03681707167060728,-0.05494262381944137,-0.0234687997523579
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.01,0.6469482419469118,470,-0.009951159795916988,-0.015561920106380824,0.5319148936170213,10,4,6,1.0,0.03543246022518207,-0.054255435833826395,-0.0232660288296943
human_episode_context__target__knn55_uniform,human_episode_context,target,55,uniform,threshold,0.005,0.6469543079140438,483,-0.009957225763049067,-0.015152300074205103,0.4886128364389234,10,4,6,1.0,0.022770111201021206,-0.043806900944869484,-0.021372742443202246
compact_episode_context__expert_family__knn21_distance,compact_episode_context,expert_family,21,distance,topfrac,0.2,0.6469549823943204,147,-0.009957900243325598,-0.049789501216627986,0.46938775510204084,10,5,5,1.0,0.024265423565455888,-0.0650878062795054,-0.02009771377814398
human_episode_context__target_expert_family__knn21_uniform,human_episode_context,target_expert_family,21,uniform,threshold,0.0,0.6469744738761599,600,-0.009977391725165043,-0.012222304863327179,0.5,10,3,7,1.0,0.02557573728180617,-0.051706541269609704,-0.023313752317435966
route_episode_context__all__knn35_distance,route_episode_context,all,35,distance,topfrac,0.15,0.6469778651436958,110,-0.009980782992701007,-0.06668977726941129,0.4,9,5,4,0.9,0.02684096643943407,-0.076845276591504,-0.019106927958616116
human_episode_context__target_expert_family__knn7_uniform,human_episode_context,target_expert_family,7,uniform,threshold,0.08,0.6469794537596971,178,-0.009982371608702204,-0.04121934344042764,0.4157303370786517,10,4,6,1.0,0.015242854618286155,-0.03335608832635869,-0.020268799801445126
compact_episode_context__target_expert_family__knn21_distance,compact_episode_context,target_expert_family,21,distance,threshold,0.02,0.6470075339344818,411,-0.010010451783487046,-0.017901902824484135,0.5012165450121655,10,5,5,1.0,0.03394995092151281,-0.05085460795147543,-0.021602944421713968
route_episode_context__target_expert_family__knn13_uniform,route_episode_context,target_expert_family,13,uniform,threshold,0.02,0.6470120858837443,458,-0.010015003732749501,-0.016072112977229002,0.49563318777292575,10,5,5,1.0,0.03785521712468822,-0.07123258611499261,-0.022193286301452734
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.0,0.6470283441174305,623,-0.010031261966435622,-0.011834634904221803,0.5184590690208668,10,4,6,1.0,0.04009304965220251,-0.05300776400910075,-0.024045219414266
human_episode_context__target__knn13_distance,human_episode_context,target,13,distance,threshold,0.01,0.6470294988924822,564,-0.010032416741487298,-0.01307416011523611,0.49645390070921985,10,3,7,1.0,0.024053747186611907,-0.054759694671303254,-0.02314047881947908
human_episode_context__target_episode_family__knn13_uniform,human_episode_context,target_episode_family,13,uniform,threshold,0.04,0.6470318098667937,326,-0.010034727715798813,-0.02262430942058935,0.4815950920245399,10,3,7,1.0,0.015514156726578307,-0.04074015833217781,-0.02186185122478556
route_episode_context__all__knn13_distance,route_episode_context,all,13,distance,threshold,-0.02,0.6470395346519089,721,-0.0100424525009141,-0.010237451578601753,0.49375866851595007,10,4,6,1.0,0.038436247523742806,-0.09898934867668363,-0.023807889629475523
human_episode_context__target_expert_family__knn55_distance,human_episode_context,target_expert_family,55,distance,topfrac,0.2,0.6470533853937888,147,-0.010056303242793893,-0.05028151621396946,0.47619047619047616,10,3,7,1.0,0.014419393248369522,-0.03347212158952279,-0.02171921223004932
route_episode_context__target_expert_family__knn55_uniform,route_episode_context,target_expert_family,55,uniform,threshold,0.04,0.6470579007391405,102,-0.010060818588145639,-0.07249707512046123,0.5,10,4,6,1.0,0.020084992154870855,-0.04818533952759567,-0.021073567411376268
compact_episode_context__target__knn13_distance,compact_episode_context,target,13,distance,threshold,0.04,0.6470672502749759,325,-0.01007016812398109,-0.02277407252654185,0.5046153846153846,10,5,5,1.0,0.03721324875211267,-0.06306853167146344,-0.02215215543679799
route_episode_context__all__knn21_uniform,route_episode_context,all,21,uniform,threshold,0.08,0.6470701398405608,97,-0.010073057689565961,-0.07632677733846373,0.3917525773195876,10,4,6,1.0,0.025180861998581557,-0.0803998709332654,-0.021850186989353197
route_episode_context__expert_family__knn13_distance,route_episode_context,expert_family,13,distance,threshold,0.08,0.6470755763463645,162,-0.010078494195369577,-0.04572650144195456,0.41975308641975306,10,4,6,1.0,0.03322185253477416,-0.10057161989254454,-0.0230617720755857
compact_episode_context__target_expert_family__knn13_uniform,compact_episode_context,target_expert_family,13,uniform,threshold,0.04,0.6470802560814685,324,-0.010083173930473567,-0.02287386678672244,0.5246913580246914,10,4,6,1.0,0.03202389513449453,-0.052041311889919104,-0.02288675820064775
compact_episode_context__target__knn35_uniform,compact_episode_context,target,35,uniform,threshold,0.005,0.6470938114570766,589,-0.01009672930608177,-0.012599483938828688,0.5246179966044142,10,4,6,1.0,0.03663288632763224,-0.05665507893030554,-0.023591662255226607
human_episode_context__all__knn35_uniform,human_episode_context,all,35,uniform,threshold,0.02,0.6471205419305505,347,-0.0101234597795557,-0.021443063221825483,0.5014409221902018,10,4,6,1.0,0.0235098302610693,-0.06195424104982555,-0.021649934318716098
route_episode_context__all__knn21_distance,route_episode_context,all,21,distance,topfrac,0.06,0.647141238804396,44,-0.010144156653401258,-0.16945352591477103,0.2727272727272727,6,1,5,0.6,0.019098405066720538,-0.06381820660819328,-0.019908917413409336
route_episode_context__all__knn7_uniform,route_episode_context,all,7,uniform,topfrac,0.15,0.647141879901343,110,-0.010144797750348069,-0.0677856940591439,0.4,10,5,5,1.0,0.03556197867690343,-0.11210664006393027,-0.02197909455188358
route_episode_context__all__knn7_distance,route_episode_context,all,7,distance,threshold,0.02,0.6471434800617658,502,-0.010146397910771003,-0.014855781801626864,0.5159362549800797,10,4,6,1.0,0.034621679623404476,-0.10293669229791536,-0.023339649854281674
human_episode_context__target__knn13_distance,human_episode_context,target,13,distance,topfrac,0.2,0.6471464549223891,147,-0.010149372771394204,-0.05074686385697103,0.40816326530612246,10,2,8,1.0,0.013488352171295707,-0.027957387472301552,-0.02317262559708856
route_episode_context__target_expert_family__knn55_uniform,route_episode_context,target_expert_family,55,uniform,topfrac,0.08,0.6471824878253576,59,-0.010185405674362777,-0.12688598594333292,0.4576271186440678,9,2,7,0.9,0.012633368128806851,-0.033475525691959246,-0.021680410893683805
compact_episode_context__target_expert_family__knn35_uniform,compact_episode_context,target_expert_family,35,uniform,threshold,0.02,0.6471928072913447,332,-0.010195725140349806,-0.022571861379991284,0.5210843373493976,10,3,7,1.0,0.031370462087653615,-0.053384246387672765,-0.024401294453497847
route_episode_context__target_episode_family__knn21_uniform,route_episode_context,target_episode_family,21,uniform,threshold,0.04,0.6472020300716067,270,-0.010204947920611907,-0.02778013600611019,0.5,10,4,6,1.0,0.021439402163258313,-0.053394604231555225,-0.021420858245100656
route_episode_context__target_expert_family__knn13_distance,route_episode_context,target_expert_family,13,distance,threshold,0.04,0.647205532879945,328,-0.010208450728950064,-0.022875644163958226,0.4878048780487805,10,5,5,1.0,0.029047431125640136,-0.050572493803267275,-0.021065565397796082
route_episode_context__target_expert_family__knn35_uniform,route_episode_context,target_expert_family,35,uniform,threshold,0.04,0.647207932006905,184,-0.010210849855910097,-0.04078790567442348,0.5054347826086957,10,5,5,1.0,0.02440958216937587,-0.05169008063216786,-0.02037228718131648
compact_episode_context__all__knn13_uniform,compact_episode_context,all,13,uniform,threshold,-0.01,0.6472106007346305,717,-0.010213518583635785,-0.01046992490791116,0.4881450488145049,10,4,6,1.0,0.030853440285862288,-0.08164408472747596,-0.022841534626515128
human_episode_context__target_expert_family__knn55_uniform,human_episode_context,target_expert_family,55,uniform,threshold,0.04,0.6472107601663102,82,-0.010213678015315425,-0.09154943099093704,0.4146341463414634,10,3,7,1.0,0.013101518551277391,-0.02891310470782341,-0.021678905798007034
