group,source,model,k,n,C,blend_w,logloss,delta,auc,runs
testpattern,existing_no_flat,pls_logit,48.0,12.0,0.001,1.0,0.6826586892788233,0.055189898386243,0.7034740390706349,4
testpattern,existing_no_flat,pls_logit,48.0,12.0,0.003,1.0,0.666423084941466,0.03895429404888562,0.7027409665774612,4
testpattern,existing_no_flat,pls_logit,64.0,4.0,0.001,1.0,0.6842928515167291,0.05682406062414877,0.6981998224128259,4
testpattern,existing_no_flat,pls_logit,64.0,4.0,0.003,1.0,0.670059168534553,0.04259037764197268,0.6972305932637293,4
testpattern,existing_no_flat,pls_logit,64.0,8.0,0.001,1.0,0.6844152749841466,0.05694648409156619,0.680711260378994,4
testpattern,existing_no_flat,pls_logit,64.0,8.0,0.003,1.0,0.6705819172558628,0.043113126363282434,0.6793514877760765,4
testpattern,existing_no_flat,pls_logit,64.0,12.0,0.001,1.0,0.6840592150778273,0.05659042418524701,0.680459798970462,4
testpattern,existing_no_flat,pls_logit,64.0,12.0,0.003,1.0,0.6697058411623509,0.04223705026977054,0.6799920850941804,4
testpattern,existing_no_flat,pls_logit,96.0,4.0,0.001,1.0,0.6837812211734473,0.056312430280866965,0.7022560915772184,4
testpattern,existing_no_flat,pls_logit,96.0,4.0,0.003,1.0,0.6688070957686054,0.041338304876025134,0.7018333226423262,4
testpattern,existing_no_flat,pls_logit,96.0,8.0,0.001,1.0,0.6836380707827001,0.05616927989011977,0.6914652919103863,4
testpattern,existing_no_flat,pls_logit,96.0,8.0,0.003,1.0,0.6686137554690882,0.04114496457650782,0.6906018033527667,4
testpattern,existing_no_flat,pls_logit,96.0,12.0,0.001,1.0,0.6831698629908923,0.055701072098312016,0.6993102909120616,4
testpattern,existing_no_flat,pls_logit,96.0,12.0,0.003,1.0,0.6674502105450674,0.039981419652487055,0.6986389933877203,4
testpattern,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.1,0.6296076825573009,0.0021388916647205325,0.7121891432871426,4
testpattern,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.2,0.632422714512876,0.004953923620295647,0.7136407851296547,4
testpattern,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.3,0.6357459101279006,0.008277119235320318,0.7145631191114368,4
testpattern,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.4,0.6395081958287911,0.012039404936210779,0.7160771575119533,4
testpattern,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.5,0.6436784110755929,0.016209620183012474,0.7146534855898724,4
testpattern,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.7,0.6532060751379588,0.025737284245378494,0.7079348904307162,4
testpattern,existing_no_flat,raw,20.0,,0.001,1.0,0.6274687908925803,0.0,0.70999922912896,4
testpattern,existing_no_flat,raw,20.0,,0.003,1.0,0.6177763074831909,-0.009692483409389413,0.7100604814839007,4
testpattern,existing_no_flat,raw,20.0,,0.01,1.0,0.60932469473425,-0.018144096158330375,0.7079382959127147,4
testpattern,existing_no_flat,raw,32.0,,0.001,1.0,0.6267376775019974,-0.0007311133905829603,0.7093510883876016,4
testpattern,existing_no_flat,raw,32.0,,0.003,1.0,0.6174127990295093,-0.010055991863071101,0.7089008519329896,4
testpattern,existing_no_flat,raw,32.0,,0.01,1.0,0.6098308621475397,-0.01763792874504061,0.7091359630129092,4
testpattern,existing_no_flat,raw,48.0,,0.001,1.0,0.5897597570968295,-0.03770903379575083,0.7300862775434313,4
testpattern,existing_no_flat,raw,48.0,,0.003,1.0,0.5900460122677075,-0.037422778624872866,0.7258257902281857,4
testpattern,existing_no_flat,raw,48.0,,0.01,1.0,0.5974357984178977,-0.030032992474682607,0.7197706862737336,4
testpattern,existing_no_flat,raw,64.0,,0.001,1.0,0.5905591528273275,-0.03690963806525277,0.7292751500923842,4
testpattern,existing_no_flat,raw,64.0,,0.003,1.0,0.5920562684215545,-0.03541252247102583,0.7256509931730903,4
testpattern,existing_no_flat,raw,64.0,,0.01,1.0,0.6045440297957826,-0.02292476109679778,0.7163330306636091,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.001,0.1,0.6273606900514003,-0.00010810084118004215,0.7114196488018398,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.001,0.2,0.6272601155567,-0.00020867533588031506,0.7117006690410677,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.001,0.3,0.6271671391066678,-0.0003016517859125434,0.7114472677122395,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.001,0.4,0.6270818434278098,-0.0003869474647705262,0.7112816364996191,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.001,0.5,0.6270043232534078,-0.00046446763917251666,0.7111979383409729,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.001,0.7,0.6268730555655353,-0.0005957353270449883,0.7104290883009938,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.003,0.1,0.6259397362320112,-0.0015290546605692124,0.7123296352223335,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.003,0.2,0.6245177479858472,-0.0029510429067330646,0.7115581239421728,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.003,0.3,0.6232049895805448,-0.00426380131203552,0.7115635710078778,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.003,0.4,0.6220041700278275,-0.005464620864752828,0.7111548182990904,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.003,0.5,0.6209186560631741,-0.006550134829406223,0.7104496821818913,4
testpattern,existing_no_flat,raw_blend_base,32.0,,0.003,0.7,0.6191113226078521,-0.008357468284728248,0.7097813778407833,4
testpattern,existing_no_flat,select_pca,48.0,8.0,0.001,1.0,0.6837614281293926,0.05629263723681219,0.6945252214093384,4
testpattern,existing_no_flat,select_pca,48.0,8.0,0.003,1.0,0.6692837965046312,0.0418150056120509,0.6952357281995499,4
testpattern,existing_no_flat,select_pca,48.0,16.0,0.001,1.0,0.6822659400074886,0.05479714911490835,0.7011624566296477,4
testpattern,existing_no_flat,select_pca,48.0,16.0,0.003,1.0,0.6658970481140949,0.03842825722151455,0.7022545251871543,4
testpattern,existing_no_flat,select_pca,48.0,32.0,0.001,1.0,0.6822150163664793,0.054746225473898985,0.6523974152598221,4
testpattern,existing_no_flat,select_pca,48.0,32.0,0.003,1.0,0.6668989556030536,0.03943016471047317,0.6579458858905249,4
testpattern,existing_no_flat,select_pca,64.0,8.0,0.001,1.0,0.6839565729502356,0.056487782057655256,0.6921910880318305,4
testpattern,existing_no_flat,select_pca,64.0,8.0,0.003,1.0,0.6697377989513646,0.04226900805878431,0.6922818114462953,4
testpattern,existing_no_flat,select_pca,64.0,16.0,0.001,1.0,0.6829666650190016,0.05549787412642124,0.7055491327160888,4
testpattern,existing_no_flat,select_pca,64.0,16.0,0.003,1.0,0.6672759152428936,0.03980712435031333,0.706122170263733,4
testpattern,existing_no_flat,select_pca,64.0,32.0,0.001,1.0,0.6827517397814725,0.05528294888889221,0.6554130555555682,4
testpattern,existing_no_flat,select_pca,64.0,32.0,0.003,1.0,0.6679062678297758,0.04043747693719543,0.6592194499491303,4
testpattern,existing_no_flat,select_pca,96.0,8.0,0.001,1.0,0.6842194932352744,0.056750702342694054,0.704088383497012,4
testpattern,existing_no_flat,select_pca,96.0,8.0,0.003,1.0,0.6698933132252971,0.04242452233271682,0.7042683467638451,4
testpattern,existing_no_flat,select_pca,96.0,16.0,0.001,1.0,0.6836187623880468,0.05614997149546638,0.7124177260832274,4
testpattern,existing_no_flat,select_pca,96.0,16.0,0.003,1.0,0.668421218043767,0.04095242715118663,0.7127313276379914,4
testpattern,existing_no_flat,select_pca,96.0,32.0,0.001,1.0,0.6828301228035081,0.055361331910927736,0.6932160187143028,4
testpattern,existing_no_flat,select_pca,96.0,32.0,0.003,1.0,0.666749685077364,0.03928089418478359,0.6935370945741288,4
testpattern,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.1,0.6293869330854239,0.001918142192843586,0.7121339068785384,4
testpattern,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.2,0.6319383190222451,0.0044695281296647515,0.7139793215345083,4
testpattern,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.3,0.6349741539026973,0.00750536301011695,0.7155252300645443,4
testpattern,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.4,0.6384307147671368,0.010961923874556412,0.7170098120552962,4
testpattern,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.5,0.6422782061648413,0.014809415272261012,0.7179631701914133,4
testpattern,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.7,0.6511074607288019,0.023638669836221538,0.7182555065164701,4
