mask,scheme,target,normalized,n_cols,logloss,auc,modality
deep_interleaved_rank1,interleaved_rank,Q3,False,5,0.666789844938885,0.5979636763896533,raw_hr
deep_interleaved_rank2,interleaved_rank,Q3,False,5,0.6630315144553457,0.5708243823845328,raw_hr
testpattern0,testpattern,S1,False,5,0.627221445835084,0.5773703041144902,raw_hr
testpattern1,testpattern,S1,False,5,0.6121989319287041,0.5963029218843171,raw_hr
testpattern2,testpattern,S1,False,5,0.62287617608036,0.5780960840920868,raw_hr
tail,testpattern,S1,False,5,0.6189105896810428,0.5706860706860706,raw_hr
deep_interleaved_rank0,interleaved_rank,S1,False,5,0.634335271029968,0.5578201475637373,raw_hr
deep_interleaved_rank1,interleaved_rank,S1,False,5,0.6149008154670649,0.594492560515212,raw_hr
deep_interleaved_rank2,interleaved_rank,S1,False,5,0.6319713205732257,0.5653444371393089,raw_hr
testpattern0,testpattern,S2,False,5,0.6274423910132993,0.6508175559380378,raw_hr
testpattern1,testpattern,S2,False,5,0.6640850905304192,0.5892180735930737,raw_hr
testpattern2,testpattern,S2,False,5,0.6253144065099032,0.5980809465406536,raw_hr
tail,testpattern,S2,False,5,0.6652207937278611,0.5544444444444444,raw_hr
deep_interleaved_rank0,interleaved_rank,S2,False,5,0.6401461021904474,0.5839503561102884,raw_hr
deep_interleaved_rank1,interleaved_rank,S2,False,5,0.634577961591756,0.624826388888889,raw_hr
deep_interleaved_rank2,interleaved_rank,S2,False,5,0.6354565522826919,0.6117073512906845,raw_hr
testpattern0,testpattern,S3,False,5,0.6282463497436795,0.6059180035650624,raw_hr
testpattern1,testpattern,S3,False,5,0.6467112450162192,0.5974133186571271,raw_hr
testpattern2,testpattern,S3,False,5,0.6231522088502945,0.5981416957026713,raw_hr
tail,testpattern,S3,False,5,0.6589667893177866,0.5114942528735632,raw_hr
deep_interleaved_rank0,interleaved_rank,S3,False,5,0.638683152884354,0.5609263400909026,raw_hr
deep_interleaved_rank1,interleaved_rank,S3,False,5,0.6332562194178656,0.5605295433229925,raw_hr
deep_interleaved_rank2,interleaved_rank,S3,False,5,0.655969640738092,0.556432379349046,raw_hr
testpattern0,testpattern,S4,False,5,0.6839963738810341,0.5415780998389694,raw_hr
testpattern1,testpattern,S4,False,5,0.6890184417171711,0.5288244766505636,raw_hr
testpattern2,testpattern,S4,False,5,0.6842785928065814,0.5158435812349534,raw_hr
tail,testpattern,S4,False,5,0.6948710289698866,0.5164404223227752,raw_hr
deep_interleaved_rank0,interleaved_rank,S4,False,5,0.6847346459159664,0.5096960167714885,raw_hr
deep_interleaved_rank1,interleaved_rank,S4,False,5,0.6973608448011771,0.4875971981235139,raw_hr
deep_interleaved_rank2,interleaved_rank,S4,False,5,0.6791034979032129,0.568064182194617,raw_hr
testpattern0,testpattern,Q1,True,5,0.7206030201210626,0.457792,raw_hr
testpattern1,testpattern,Q1,True,5,0.6987328822895279,0.4820936639118457,raw_hr
testpattern2,testpattern,Q1,True,5,0.7013610202357038,0.48588438640291914,raw_hr
tail,testpattern,Q1,True,5,0.7000119836819414,0.4500754147812971,raw_hr
deep_interleaved_rank0,interleaved_rank,Q1,True,5,0.6926262991964445,0.5141449052739375,raw_hr
deep_interleaved_rank1,interleaved_rank,Q1,True,5,0.7040511547684422,0.5035344772186877,raw_hr
deep_interleaved_rank2,interleaved_rank,Q1,True,5,0.7170829683268553,0.45416106092638864,raw_hr
testpattern0,testpattern,Q2,True,5,0.6893599107942571,0.4951066174087757,raw_hr
testpattern1,testpattern,Q2,True,5,0.6875721497238566,0.5275533661740558,raw_hr
testpattern2,testpattern,Q2,True,5,0.6982670575738141,0.5042857142857143,raw_hr
tail,testpattern,Q2,True,5,0.6923446216640547,0.45513413506012945,raw_hr
deep_interleaved_rank0,interleaved_rank,Q2,True,5,0.6924206333406902,0.49679940704804265,raw_hr
deep_interleaved_rank1,interleaved_rank,Q2,True,5,0.6999191226567013,0.5285647153598282,raw_hr
deep_interleaved_rank2,interleaved_rank,Q2,True,5,0.6869826870625413,0.5507674928566683,raw_hr
testpattern0,testpattern,Q3,True,5,0.6854887387570051,0.47995418098510884,raw_hr
testpattern1,testpattern,Q3,True,5,0.6737057422916508,0.5854560681136156,raw_hr
testpattern2,testpattern,Q3,True,5,0.6743073187110439,0.5448,raw_hr
tail,testpattern,Q3,True,5,0.6754572168006845,0.46504854368932036,raw_hr
deep_interleaved_rank0,interleaved_rank,Q3,True,5,0.6731939154085536,0.5171167484997272,raw_hr
deep_interleaved_rank1,interleaved_rank,Q3,True,5,0.6729229683902249,0.5569620253164556,raw_hr
deep_interleaved_rank2,interleaved_rank,Q3,True,5,0.6747363102898121,0.5122851772287862,raw_hr
testpattern0,testpattern,S1,True,5,0.632584642822753,0.5511329755515803,raw_hr
testpattern1,testpattern,S1,True,5,0.6271677135632164,0.52072152653548,raw_hr
testpattern2,testpattern,S1,True,5,0.6348633414610613,0.5191724035827967,raw_hr
tail,testpattern,S1,True,5,0.6282648814424758,0.532917532917533,raw_hr
deep_interleaved_rank0,interleaved_rank,S1,True,5,0.6479661694007267,0.5118708452041786,raw_hr
deep_interleaved_rank1,interleaved_rank,S1,True,5,0.6302722139630842,0.5473388111629284,raw_hr
deep_interleaved_rank2,interleaved_rank,S1,True,5,0.6473985792202633,0.5182993644532106,raw_hr
testpattern0,testpattern,S2,True,5,0.6564194528956363,0.5164945496270799,raw_hr
testpattern1,testpattern,S2,True,5,0.677731534631508,0.48728354978354976,raw_hr
testpattern2,testpattern,S2,True,5,0.652978521046706,0.4968616982901667,raw_hr
tail,testpattern,S2,True,5,0.6798771333344873,0.4488888888888889,raw_hr
deep_interleaved_rank0,interleaved_rank,S2,True,5,0.6554097953946741,0.5080741837670122,raw_hr
deep_interleaved_rank1,interleaved_rank,S2,True,5,0.6562864318489375,0.5091319444444444,raw_hr
deep_interleaved_rank2,interleaved_rank,S2,True,5,0.6518287304523638,0.5266905162738497,raw_hr
testpattern0,testpattern,S3,True,5,0.6433570716912235,0.5293404634581105,raw_hr
testpattern1,testpattern,S3,True,5,0.6559912560608603,0.554210236653825,raw_hr
testpattern2,testpattern,S3,True,5,0.6405202091983861,0.4856271777003484,raw_hr
tail,testpattern,S3,True,5,0.6635011150468905,0.4568144499178982,raw_hr
deep_interleaved_rank0,interleaved_rank,S3,True,5,0.647986577307191,0.48842074886371833,raw_hr
deep_interleaved_rank1,interleaved_rank,S3,True,5,0.6441468285977436,0.5265493110165211,raw_hr
deep_interleaved_rank2,interleaved_rank,S3,True,5,0.651495240474289,0.5080317059483727,raw_hr
testpattern0,testpattern,S4,True,5,0.6904039483976433,0.4921095008051529,raw_hr
testpattern1,testpattern,S4,True,5,0.7004288506834798,0.44624798711755237,raw_hr
testpattern2,testpattern,S4,True,5,0.6978954414595415,0.4838310885548832,raw_hr
tail,testpattern,S4,True,5,0.6991298136663168,0.46892911010558075,raw_hr
deep_interleaved_rank0,interleaved_rank,S4,True,5,0.6951171597725994,0.4495545073375262,raw_hr
deep_interleaved_rank1,interleaved_rank,S4,True,5,0.7064877531311449,0.45797185270869484,raw_hr
deep_interleaved_rank2,interleaved_rank,S4,True,5,0.6913544642199773,0.4548395445134576,raw_hr
testpattern0,testpattern,Q1,False,4,0.6824672757320989,0.5934079999999999,raw_wifi
testpattern1,testpattern,Q1,False,4,0.6847105622844148,0.6003587673777949,raw_wifi
testpattern2,testpattern,Q1,False,4,0.677063650660245,0.6184303181614493,raw_wifi
tail,testpattern,Q1,False,4,0.6866554162142058,0.5881598793363499,raw_wifi
deep_interleaved_rank0,interleaved_rank,Q1,False,4,0.6962835205907931,0.5440988223246288,raw_wifi
deep_interleaved_rank1,interleaved_rank,Q1,False,4,0.6831788023057372,0.6363344258081101,raw_wifi
deep_interleaved_rank2,interleaved_rank,Q1,False,4,0.6788011620264256,0.613300019219681,raw_wifi
testpattern0,testpattern,Q2,False,4,0.7007435284694402,0.5204160995527902,raw_wifi
testpattern1,testpattern,Q2,False,4,0.6798728267710997,0.5615763546798029,raw_wifi
testpattern2,testpattern,Q2,False,4,0.6823861222655656,0.5608766233766234,raw_wifi
tail,testpattern,Q2,False,4,0.6801482347428256,0.5430157261794635,raw_wifi
deep_interleaved_rank0,interleaved_rank,Q2,False,4,0.7439322313059654,0.49787750151607035,raw_wifi
deep_interleaved_rank1,interleaved_rank,Q2,False,4,0.7200695263313515,0.5316192266380236,raw_wifi
deep_interleaved_rank2,interleaved_rank,Q2,False,4,0.6955006206868408,0.5405010299687686,raw_wifi
testpattern0,testpattern,Q3,False,4,0.6666740946191807,0.5861127956337174,raw_wifi
testpattern1,testpattern,Q3,False,4,0.6685569816776299,0.6054853793007189,raw_wifi
testpattern2,testpattern,Q3,False,4,0.6753688776069264,0.48806666666666665,raw_wifi
tail,testpattern,Q3,False,4,0.6665923102294875,0.5466019417475728,raw_wifi
deep_interleaved_rank0,interleaved_rank,Q3,False,4,0.6849975639590111,0.48745226404800873,raw_wifi
deep_interleaved_rank1,interleaved_rank,Q3,False,4,0.6646343148865265,0.6084892680242158,raw_wifi
deep_interleaved_rank2,interleaved_rank,Q3,False,4,0.6630554171835863,0.6236573576799141,raw_wifi
testpattern0,testpattern,S1,False,4,0.6325807397836065,0.5065593321407276,raw_wifi
testpattern1,testpattern,S1,False,4,0.6264211917451505,0.5283989266547406,raw_wifi
testpattern2,testpattern,S1,False,4,0.6192452469052702,0.553001702568658,raw_wifi
tail,testpattern,S1,False,4,0.6549101360866961,0.46500346500346496,raw_wifi
deep_interleaved_rank0,interleaved_rank,S1,False,4,0.6262162961560466,0.5656366425597195,raw_wifi
deep_interleaved_rank1,interleaved_rank,S1,False,4,0.6191575926105084,0.5634391886890221,raw_wifi
deep_interleaved_rank2,interleaved_rank,S1,False,4,0.6355855175785896,0.5244356782818321,raw_wifi
testpattern0,testpattern,S2,False,4,0.6307083549643707,0.6043818129661503,raw_wifi
testpattern1,testpattern,S2,False,4,0.6644963428594318,0.580762987012987,raw_wifi
testpattern2,testpattern,S2,False,4,0.6273997597060853,0.6203376379770579,raw_wifi
tail,testpattern,S2,False,4,0.6741854581969342,0.5447619047619049,raw_wifi
deep_interleaved_rank0,interleaved_rank,S2,False,4,0.6283469831288006,0.6250617022776954,raw_wifi
deep_interleaved_rank1,interleaved_rank,S2,False,4,0.6353626390756769,0.6324652777777777,raw_wifi
deep_interleaved_rank2,interleaved_rank,S2,False,4,0.6556876000727225,0.5712682379349046,raw_wifi
testpattern0,testpattern,S3,False,4,0.6323523268378165,0.5610338680926915,raw_wifi
testpattern1,testpattern,S3,False,4,0.6536014119938789,0.5537974683544303,raw_wifi
testpattern2,testpattern,S3,False,4,0.6325112700783482,0.5688879210220673,raw_wifi
tail,testpattern,S3,False,4,0.6541282847282763,0.5408045977011494,raw_wifi
deep_interleaved_rank0,interleaved_rank,S3,False,4,0.6418906488512937,0.5332227112040978,raw_wifi
deep_interleaved_rank1,interleaved_rank,S3,False,4,0.6338205442230262,0.5752470961691075,raw_wifi
deep_interleaved_rank2,interleaved_rank,S3,False,4,0.6562467144407553,0.5540824915824916,raw_wifi
testpattern0,testpattern,S4,False,4,0.6781339937822136,0.6435104669887279,raw_wifi
testpattern1,testpattern,S4,False,4,0.6866723271813446,0.5753301127214171,raw_wifi
testpattern2,testpattern,S4,False,4,0.6726480486242904,0.6192660550458715,raw_wifi
tail,testpattern,S4,False,4,0.6768026925539838,0.6417797888386124,raw_wifi
deep_interleaved_rank0,interleaved_rank,S4,False,4,0.6835738574380507,0.5735718029350105,raw_wifi
deep_interleaved_rank1,interleaved_rank,S4,False,4,0.6856693618438616,0.5846346635820321,raw_wifi
deep_interleaved_rank2,interleaved_rank,S4,False,4,0.6735202115188625,0.613677536231884,raw_wifi
testpattern0,testpattern,Q1,True,4,0.7000844859427447,0.47008,raw_wifi
testpattern1,testpattern,Q1,True,4,0.7013827031019906,0.4663975911333205,raw_wifi
testpattern2,testpattern,Q1,True,4,0.6968113957681933,0.49903975417706936,raw_wifi
tail,testpattern,Q1,True,4,0.7060075818432794,0.4361236802413273,raw_wifi
deep_interleaved_rank0,interleaved_rank,Q1,True,4,0.6943585478087095,0.5041602662570404,raw_wifi
deep_interleaved_rank1,interleaved_rank,Q1,True,4,0.7041391272971768,0.4817171132960606,raw_wifi
deep_interleaved_rank2,interleaved_rank,Q1,True,4,0.7053237879616961,0.46780703440322896,raw_wifi
testpattern0,testpattern,Q2,True,4,0.6995454181347008,0.4691490051202281,raw_wifi
testpattern1,testpattern,Q2,True,4,0.6851462057970905,0.5412151067323481,raw_wifi
testpattern2,testpattern,Q2,True,4,0.6870672752631953,0.5299025974025974,raw_wifi
tail,testpattern,Q2,True,4,0.6830732692519899,0.5231267345050878,raw_wifi
deep_interleaved_rank0,interleaved_rank,Q2,True,4,0.6945164786910614,0.5206522471531568,raw_wifi
deep_interleaved_rank1,interleaved_rank,Q2,True,4,0.6916374077315839,0.5230934479054781,raw_wifi
deep_interleaved_rank2,interleaved_rank,Q2,True,4,0.6871317940034372,0.5347863645424945,raw_wifi
testpattern0,testpattern,Q3,True,4,0.6797129732140683,0.42534195808907754,raw_wifi
testpattern1,testpattern,Q3,True,4,0.6785190969257875,0.5354874729569404,raw_wifi
testpattern2,testpattern,Q3,True,4,0.6734612754114719,0.5190666666666666,raw_wifi
tail,testpattern,Q3,True,4,0.6703998653654328,0.48527508090614885,raw_wifi
deep_interleaved_rank0,interleaved_rank,Q3,True,4,0.6981173977298757,0.4090971085651936,raw_wifi
deep_interleaved_rank1,interleaved_rank,Q3,True,4,0.6726896728375141,0.5158227848101267,raw_wifi
deep_interleaved_rank2,interleaved_rank,Q3,True,4,0.6740236543501658,0.5064446831364124,raw_wifi
testpattern0,testpattern,S1,True,4,0.6316327430675767,0.489788312462731,raw_wifi
testpattern1,testpattern,S1,True,4,0.6307974372649359,0.48457066189624326,raw_wifi
testpattern2,testpattern,S1,True,4,0.6328126279356668,0.48208601672958773,raw_wifi
tail,testpattern,S1,True,4,0.6310081155961134,0.4837144837144837,raw_wifi
deep_interleaved_rank0,interleaved_rank,S1,True,4,0.6462931986238691,0.4542333260281978,raw_wifi
deep_interleaved_rank1,interleaved_rank,S1,True,4,0.6325676998567762,0.48660152490931974,raw_wifi
deep_interleaved_rank2,interleaved_rank,S1,True,4,0.6439676618736855,0.44020746584849146,raw_wifi
testpattern0,testpattern,S2,True,4,0.6492553858779342,0.5095740103270223,raw_wifi
testpattern1,testpattern,S2,True,4,0.6734570360266178,0.49614448051948057,raw_wifi
testpattern2,testpattern,S2,True,4,0.6568105318608598,0.4524565327176972,raw_wifi
tail,testpattern,S2,True,4,0.6726664818482839,0.47492063492063497,raw_wifi
deep_interleaved_rank0,interleaved_rank,S2,True,4,0.6518101328463534,0.5331076792891897,raw_wifi
deep_interleaved_rank1,interleaved_rank,S2,True,4,0.6530107875643962,0.5502430555555555,raw_wifi
deep_interleaved_rank2,interleaved_rank,S2,True,4,0.6543972619205041,0.4819725028058362,raw_wifi
testpattern0,testpattern,S3,True,4,0.6506608575680907,0.47119429590017825,raw_wifi
testpattern1,testpattern,S3,True,4,0.6608027248853705,0.49497798569069895,raw_wifi
testpattern2,testpattern,S3,True,4,0.6448060079075653,0.49608013937282236,raw_wifi
tail,testpattern,S3,True,4,0.6576657611498145,0.47627257799671596,raw_wifi
deep_interleaved_rank0,interleaved_rank,S3,True,4,0.6495443823269282,0.4749296587547796,raw_wifi
deep_interleaved_rank1,interleaved_rank,S3,True,4,0.6460484548444461,0.42958660991270475,raw_wifi
deep_interleaved_rank2,interleaved_rank,S3,True,4,0.6588873273724144,0.47741301907968575,raw_wifi
testpattern0,testpattern,S4,True,4,0.6908604819426328,0.5197745571658615,raw_wifi
testpattern1,testpattern,S4,True,4,0.6909394158713194,0.5201288244766507,raw_wifi
testpattern2,testpattern,S4,True,4,0.7017442398248402,0.4794391307176784,raw_wifi
tail,testpattern,S4,True,4,0.6952038892483863,0.5165912518853695,raw_wifi
deep_interleaved_rank0,interleaved_rank,S4,True,4,0.7062518415492967,0.4923349056603774,raw_wifi
deep_interleaved_rank1,interleaved_rank,S4,True,4,0.7012350877331867,0.493573677784204,raw_wifi
deep_interleaved_rank2,interleaved_rank,S4,True,4,0.6853099166318327,0.5465191511387163,raw_wifi
testpattern0,testpattern,Q1,False,4,0.6994321281103516,0.491712,raw_ble
testpattern1,testpattern,Q1,False,4,0.6952652959484028,0.5311679159459286,raw_ble
testpattern2,testpattern,Q1,False,4,0.698304470573657,0.5045771717559695,raw_ble
tail,testpattern,Q1,False,4,0.6876382446276481,0.5952488687782806,raw_ble
deep_interleaved_rank0,interleaved_rank,Q1,False,4,0.6875649398911414,0.5647081413210446,raw_ble
deep_interleaved_rank1,interleaved_rank,Q1,False,4,0.6974664728477886,0.5504787610050769,raw_ble
deep_interleaved_rank2,interleaved_rank,Q1,False,4,0.6939403719384867,0.5181625985008649,raw_ble
testpattern0,testpattern,Q2,False,4,0.7013720454767054,0.45045045045045046,raw_ble
testpattern1,testpattern,Q2,False,4,0.6963398080505637,0.45024630541871924,raw_ble
testpattern2,testpattern,Q2,False,4,0.6900070531321794,0.4893506493506495,raw_ble
tail,testpattern,Q2,False,4,0.7045289611145994,0.3688714153561517,raw_ble
deep_interleaved_rank0,interleaved_rank,Q2,False,4,0.7091313222590746,0.4446465871571997,raw_ble
deep_interleaved_rank1,interleaved_rank,Q2,False,4,0.7326351364687061,0.4263225026852846,raw_ble
deep_interleaved_rank2,interleaved_rank,Q2,False,4,0.6982898483070967,0.4676058209847831,raw_ble
testpattern0,testpattern,Q3,False,4,0.6728226392114036,0.5509736540664376,raw_ble
testpattern1,testpattern,Q3,False,4,0.6722873888168684,0.5653569683857911,raw_ble
testpattern2,testpattern,Q3,False,4,0.6713189332907313,0.5360666666666667,raw_ble
tail,testpattern,Q3,False,4,0.6664164884358003,0.5015372168284791,raw_ble
deep_interleaved_rank0,interleaved_rank,Q3,False,4,0.6860676819464889,0.4846563011456629,raw_ble
deep_interleaved_rank1,interleaved_rank,Q3,False,4,0.6767850625251335,0.4761970280682443,raw_ble
deep_interleaved_rank2,interleaved_rank,Q3,False,4,0.6687494431851732,0.5531015037593985,raw_ble
testpattern0,testpattern,S1,False,4,0.6399050164217692,0.4586687537268932,raw_ble
testpattern1,testpattern,S1,False,4,0.6205965818757491,0.6139683959451401,raw_ble
testpattern2,testpattern,S1,False,4,0.618488529180514,0.5951587830335332,raw_ble
tail,testpattern,S1,False,4,0.6321767044522821,0.5294525294525294,raw_ble
deep_interleaved_rank0,interleaved_rank,S1,False,4,0.6271365225303157,0.603988603988604,raw_ble
deep_interleaved_rank1,interleaved_rank,S1,False,4,0.620073450616158,0.6202901769190909,raw_ble
deep_interleaved_rank2,interleaved_rank,S1,False,4,0.6415766923622587,0.4941924172693404,raw_ble
testpattern0,testpattern,S2,False,4,0.6456052002365519,0.5634681583476764,raw_ble
testpattern1,testpattern,S2,False,4,0.6406434427745018,0.6865530303030304,raw_ble
testpattern2,testpattern,S2,False,4,0.6257311153510545,0.6363898708606883,raw_ble
tail,testpattern,S2,False,4,0.6797476498287313,0.5367460317460317,raw_ble
deep_interleaved_rank0,interleaved_rank,S2,False,4,0.6439521664630893,0.5884634369931598,raw_ble
deep_interleaved_rank1,interleaved_rank,S2,False,4,0.6402513925173191,0.5888194444444445,raw_ble
deep_interleaved_rank2,interleaved_rank,S2,False,4,0.6537969456529695,0.5639730639730639,raw_ble
testpattern0,testpattern,S3,False,4,0.6328843855590772,0.6052049910873439,raw_ble
testpattern1,testpattern,S3,False,4,0.648999887045943,0.6091084204733077,raw_ble
testpattern2,testpattern,S3,False,4,0.6266403094851973,0.595020325203252,raw_ble
tail,testpattern,S3,False,4,0.6494678765340648,0.5564039408866994,raw_ble
deep_interleaved_rank0,interleaved_rank,S3,False,4,0.6271394137629049,0.6300411225741289,raw_ble
deep_interleaved_rank1,interleaved_rank,S3,False,4,0.6376435259326633,0.5531346944664887,raw_ble
deep_interleaved_rank2,interleaved_rank,S3,False,4,0.647216724740739,0.5474186307519641,raw_ble
testpattern0,testpattern,S4,False,4,0.6811263116345818,0.60170692431562,raw_ble
testpattern1,testpattern,S4,False,4,0.682502684051187,0.5851851851851853,raw_ble
testpattern2,testpattern,S4,False,4,0.696673677268348,0.5115492224607976,raw_ble
tail,testpattern,S4,False,4,0.6920577047678605,0.5611613876319759,raw_ble
deep_interleaved_rank0,interleaved_rank,S4,False,4,0.6861839192134129,0.5574554507337526,raw_ble
deep_interleaved_rank1,interleaved_rank,S4,False,4,0.6918614175091261,0.5504787610050769,raw_ble
deep_interleaved_rank2,interleaved_rank,S4,False,4,0.6906940329340107,0.5363612836438924,raw_ble
testpattern0,testpattern,Q1,True,4,0.6901293788511041,0.5449600000000001,raw_ble
testpattern1,testpattern,Q1,True,4,0.6968032941663819,0.5361009673906081,raw_ble
testpattern2,testpattern,Q1,True,4,0.6961443189424312,0.5358811855835094,raw_ble
tail,testpattern,Q1,True,4,0.6917055289063008,0.5816742081447964,raw_ble
deep_interleaved_rank0,interleaved_rank,Q1,True,4,0.6890760488990508,0.5672683051715309,raw_ble
deep_interleaved_rank1,interleaved_rank,Q1,True,4,0.6956428479282524,0.5668016194331984,raw_ble
deep_interleaved_rank2,interleaved_rank,Q1,True,4,0.6900942422082805,0.5706323275033633,raw_ble
testpattern0,testpattern,Q2,True,4,0.681202289231728,0.5594659407609048,raw_ble
testpattern1,testpattern,Q2,True,4,0.687720124111815,0.5403612479474548,raw_ble
testpattern2,testpattern,Q2,True,4,0.6834720263167554,0.542077922077922,raw_ble
tail,testpattern,Q2,True,4,0.6798465240663342,0.5754702436016035,raw_ble
deep_interleaved_rank0,interleaved_rank,Q2,True,4,0.6898967500490374,0.5526581766727309,raw_ble
deep_interleaved_rank1,interleaved_rank,Q2,True,4,0.7056564715675515,0.4353853383458647,raw_ble
deep_interleaved_rank2,interleaved_rank,Q2,True,4,0.6805494661809585,0.5468801913748422,raw_ble
testpattern0,testpattern,Q3,True,4,0.6661466060303528,0.5985445724681626,raw_ble
testpattern1,testpattern,Q3,True,4,0.6796339687600927,0.5430944238955963,raw_ble
testpattern2,testpattern,Q3,True,4,0.671454976810792,0.5785999999999999,raw_ble
tail,testpattern,Q3,True,4,0.6668129649097909,0.5507281553398058,raw_ble
deep_interleaved_rank0,interleaved_rank,Q3,True,4,0.680662840120996,0.5349836333878887,raw_ble
deep_interleaved_rank1,interleaved_rank,Q3,True,4,0.6707064836593158,0.5378370941111722,raw_ble
deep_interleaved_rank2,interleaved_rank,Q3,True,4,0.6643364468280044,0.5898899033297529,raw_ble
testpattern0,testpattern,S1,True,4,0.6372671948181147,0.4157349433512224,raw_ble
testpattern1,testpattern,S1,True,4,0.6302524643972813,0.5110316040548598,raw_ble
testpattern2,testpattern,S1,True,4,0.6322371456868476,0.4889333037234437,raw_ble
tail,testpattern,S1,True,4,0.6387505114419197,0.41008316008316015,raw_ble
deep_interleaved_rank0,interleaved_rank,S1,True,4,0.6377410939734989,0.469501059244649,raw_ble
deep_interleaved_rank1,interleaved_rank,S1,True,4,0.6317956263013693,0.5105115108446221,raw_ble
deep_interleaved_rank2,interleaved_rank,S1,True,4,0.6334092727445777,0.5077799693184308,raw_ble
testpattern0,testpattern,S2,True,4,0.6490492652781116,0.541451520367183,raw_ble
testpattern1,testpattern,S2,True,4,0.6637289482949893,0.5443046536796537,raw_ble
testpattern2,testpattern,S2,True,4,0.6429982955614824,0.5445494553062549,raw_ble
tail,testpattern,S2,True,4,0.6742336735344304,0.5046825396825396,raw_ble
deep_interleaved_rank0,interleaved_rank,S2,True,4,0.6456670725155392,0.5643466610253156,raw_ble
deep_interleaved_rank1,interleaved_rank,S2,True,4,0.6497255347276206,0.5472222222222222,raw_ble
deep_interleaved_rank2,interleaved_rank,S2,True,4,0.6532488607463502,0.5203423120089786,raw_ble
testpattern0,testpattern,S3,True,4,0.6482503923731098,0.49326203208556146,raw_ble
testpattern1,testpattern,S3,True,4,0.6678005134741841,0.4417308750687947,raw_ble
testpattern2,testpattern,S3,True,4,0.6439767879416083,0.4594947735191637,raw_ble
tail,testpattern,S3,True,4,0.6688736942404981,0.41551724137931034,raw_ble
deep_interleaved_rank0,interleaved_rank,S3,True,4,0.6509528195944688,0.4548012408917106,raw_ble
deep_interleaved_rank1,interleaved_rank,S3,True,4,0.6560069765993106,0.43084914508332733,raw_ble
deep_interleaved_rank2,interleaved_rank,S3,True,4,0.6677345174140144,0.4537037037037037,raw_ble
testpattern0,testpattern,S4,True,4,0.6876870071245129,0.537938808373591,raw_ble
testpattern1,testpattern,S4,True,4,0.6892157529874464,0.5154911433172302,raw_ble
testpattern2,testpattern,S4,True,4,0.6827578480736977,0.5379660355260588,raw_ble
tail,testpattern,S4,True,4,0.7018156226935822,0.4929864253393665,raw_ble
deep_interleaved_rank0,interleaved_rank,S4,True,4,0.683100091131338,0.5542452830188679,raw_ble
deep_interleaved_rank1,interleaved_rank,S4,True,4,0.692737968911599,0.510828352933616,raw_ble
deep_interleaved_rank2,interleaved_rank,S4,True,4,0.6974939673616872,0.4649974120082816,raw_ble
testpattern0,testpattern,Q1,False,4,0.7072236434939686,0.506624,raw_usage
testpattern1,testpattern,Q1,False,4,0.6878654524045191,0.5669805881222372,raw_usage
testpattern2,testpattern,Q1,False,4,0.6888660177535172,0.5534856923372384,raw_usage
tail,testpattern,Q1,False,4,0.6865769745348658,0.6003016591251885,raw_usage
deep_interleaved_rank0,interleaved_rank,Q1,False,4,0.687227104679693,0.553763440860215,raw_usage
deep_interleaved_rank1,interleaved_rank,Q1,False,4,0.697331516159935,0.5175117280380438,raw_usage
deep_interleaved_rank2,interleaved_rank,Q1,False,4,0.6874727240223792,0.5678775065667243,raw_usage
testpattern0,testpattern,Q2,False,4,0.6910054125091535,0.44027480718128204,raw_usage
testpattern1,testpattern,Q2,False,4,0.6930649457510202,0.5124466338259441,raw_usage
testpattern2,testpattern,Q2,False,4,0.6949908975709383,0.42194805194805196,raw_usage
tail,testpattern,Q2,False,4,0.6970125221236099,0.46006783842121496,raw_usage
deep_interleaved_rank0,interleaved_rank,Q2,False,4,0.7073444059495018,0.4607506232733643,raw_usage
deep_interleaved_rank1,interleaved_rank,Q2,False,4,0.7181699176802487,0.45777389903329757,raw_usage
deep_interleaved_rank2,interleaved_rank,Q2,False,4,0.6979921660183027,0.4910625290716991,raw_usage
testpattern0,testpattern,Q3,False,4,0.6724977137637207,0.5360150933225524,raw_usage
testpattern1,testpattern,Q3,False,4,0.6707955536502853,0.5757554609533115,raw_usage
testpattern2,testpattern,Q3,False,4,0.6749372846103946,0.5298,raw_usage
tail,testpattern,Q3,False,4,0.6669799191170059,0.5423948220064725,raw_usage
deep_interleaved_rank0,interleaved_rank,Q3,False,4,0.6733204638495267,0.5233906164757228,raw_usage
deep_interleaved_rank1,interleaved_rank,Q3,False,4,0.6827965210066702,0.5104567969179967,raw_usage
deep_interleaved_rank2,interleaved_rank,Q3,False,4,0.6734211980424777,0.5392722878625134,raw_usage
testpattern0,testpattern,S1,False,4,0.6288195498627398,0.5429338103756709,raw_usage
testpattern1,testpattern,S1,False,4,0.6156514481074687,0.6377459749552773,raw_usage
testpattern2,testpattern,S1,False,4,0.6166165748391719,0.657339551410171,raw_usage
tail,testpattern,S1,False,4,0.6263312137600773,0.5533610533610533,raw_usage
deep_interleaved_rank0,interleaved_rank,S1,False,4,0.6189569234413114,0.6180144641683103,raw_usage
deep_interleaved_rank1,interleaved_rank,S1,False,4,0.619627900848908,0.5829447035309794,raw_usage
deep_interleaved_rank2,interleaved_rank,S1,False,4,0.619200482876183,0.6302140404704507,raw_usage
testpattern0,testpattern,S2,False,4,0.6461893993471652,0.5087492828456683,raw_usage
