variant,family,file,basename,source_id,source_family,gate,q2_scale,s1_scale,q2_weight_nonzero,s1_weight_nonzero,q2_weight_mean,s1_weight_mean
h002_e368_minus_e365_benefit_top35_q21p0_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p0_s10p0_435b12e8.csv,submission_h002_e368_minus_e365_benefit_top35_q21p0_s10p0_435b12e8.csv,e368_minus_e365,e368_base_action,benefit_top35,1.0,0.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p0_s10p5_df05b520.csv,submission_h002_e368_minus_e365_benefit_top35_q21p0_s10p5_df05b520.csv,e368_minus_e365,e368_base_action,benefit_top35,1.0,0.5,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p0_s10p75_8a1d7a8f.csv,submission_h002_e368_minus_e365_benefit_top35_q21p0_s10p75_8a1d7a8f.csv,e368_minus_e365,e368_base_action,benefit_top35,1.0,0.75,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p0_s11p0_688711f5.csv,submission_h002_e368_minus_e365_benefit_top35_q21p0_s11p0_688711f5.csv,e368_minus_e365,e368_base_action,benefit_top35,1.0,1.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p0_s11p15_04dec39e.csv,submission_h002_e368_minus_e365_benefit_top35_q21p0_s11p15_04dec39e.csv,e368_minus_e365,e368_base_action,benefit_top35,1.0,1.15,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p0_8e47ea10.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p0_8e47ea10.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,0.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p5_c28e0514.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p5_c28e0514.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,0.5,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p75_baa7a9c5.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p75_baa7a9c5.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,0.75,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p0_bf90a8d4.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p0_bf90a8d4.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,1.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p15_59eb45ed.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p15_59eb45ed.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,1.15,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p5_773b297a.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p5_773b297a.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,0.5,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p75_2f27751a.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p75_2f27751a.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,0.75,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p0_5b8bc6ac.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p0_5b8bc6ac.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,1.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p15_d729cabe.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p15_d729cabe.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,1.15,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p0_4a59a6f5.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p0_4a59a6f5.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p5_78a61ee3.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p5_78a61ee3.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,0.5,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p75_6c7ea11e.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p75_6c7ea11e.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,0.75,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p0_6aa21bff.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p0_6aa21bff.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,1.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p15_57832183.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p15_57832183.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,1.15,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p0_0b7723d4.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p0_0b7723d4.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p5_81f414e5.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p5_81f414e5.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,0.5,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p75_fa4b7e3b.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p75_fa4b7e3b.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,0.75,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p0_2dad02b6.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p0_2dad02b6.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,1.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p15_1fb706a5.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p15_1fb706a5.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,1.15,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p0_51ac78aa.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p0_51ac78aa.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p5_d8446cd1.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p5_d8446cd1.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,0.5,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p75_65c1d52f.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p75_65c1d52f.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,0.75,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p0_30b027f4.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p0_30b027f4.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,1.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p15_49e9d645.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p15_49e9d645.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,1.15,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p0_8cb174d8.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p0_8cb174d8.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p5_a4edbf6a.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p5_a4edbf6a.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,0.5,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p75_832066b1.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p75_832066b1.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,0.75,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p0_62912f8e.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p0_62912f8e.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,1.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p15_f839d6f6.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p15_f839d6f6.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,1.15,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p0_fadd9a56.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p0_fadd9a56.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.08,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p5_e6334af9.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p5_e6334af9.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.08,0.5,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p75_473d56b6.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s10p75_473d56b6.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.08,0.75,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s11p0_212f091f.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s11p0_212f091f.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.08,1.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s11p15_63c205c4.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p08_s11p15_63c205c4.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.08,1.15,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_validity_lowbad_q20p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p0_s10p5_e62d95e1.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p0_s10p5_e62d95e1.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.0,0.5,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p0_s10p75_c4098b7b.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p0_s10p75_c4098b7b.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.0,0.75,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p0_s11p0_0c4b10e5.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p0_s11p0_0c4b10e5.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.0,1.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p0_s11p15_2f9cb29b.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p0_s11p15_2f9cb29b.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.0,1.15,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p25_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p25_s10p0_eb4d1663.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p25_s10p0_eb4d1663.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.25,0.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p25_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p25_s10p5_ecbb78db.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p25_s10p5_ecbb78db.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.25,0.5,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p25_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p25_s10p75_ab7d2da7.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p25_s10p75_ab7d2da7.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.25,0.75,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p25_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p25_s11p0_7652867d.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p25_s11p0_7652867d.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.25,1.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p25_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p25_s11p15_f74340b7.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p25_s11p15_f74340b7.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.25,1.15,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p5_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p5_s10p0_1ad9f2cf.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p5_s10p0_1ad9f2cf.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.5,0.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p5_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p5_s10p5_87c39342.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p5_s10p5_87c39342.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.5,0.5,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p5_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p5_s10p75_7da92529.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p5_s10p75_7da92529.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.5,0.75,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p5_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p5_s11p0_f61af482.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p5_s11p0_f61af482.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.5,1.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p5_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p5_s11p15_33e30fd7.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p5_s11p15_33e30fd7.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.5,1.15,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p75_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p75_s10p0_2e8b3fc1.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p75_s10p0_2e8b3fc1.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.75,0.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p75_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p75_s10p5_84387217.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p75_s10p5_84387217.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.75,0.5,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p75_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p75_s10p75_d64e3a72.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p75_s10p75_d64e3a72.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.75,0.75,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p75_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p75_s11p0_ecb15716.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p75_s11p0_ecb15716.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.75,1.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q20p75_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q20p75_s11p15_c0986669.csv,submission_h002_e368_minus_e365_validity_lowbad_q20p75_s11p15_c0986669.csv,e368_minus_e365,e368_base_action,validity_lowbad,0.75,1.15,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p0_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p0_s10p0_40145715.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p0_s10p0_40145715.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.0,0.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p0_s10p5_2200e9e3.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p0_s10p5_2200e9e3.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.0,0.5,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p0_s10p75_16c2a19b.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p0_s10p75_16c2a19b.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.0,0.75,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p0_s11p0_ccd874cb.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p0_s11p0_ccd874cb.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.0,1.0,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p0_s11p15_1927ef2f.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p0_s11p15_1927ef2f.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.0,1.15,57.0,54.0,0.228,0.216
h002_e368_minus_e365_validity_lowbad_q21p08_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_validity_lowbad_q21p08_s10p0_b9235c6f.csv,submission_h002_e368_minus_e365_validity_lowbad_q21p08_s10p0_b9235c6f.csv,e368_minus_e365,e368_base_action,validity_lowbad,1.08,0.0,57.0,54.0,0.228,0.216
