variant,family,file,basename,source_id,source_family,gate,q2_scale,s1_scale,move_l1,move_l2,changed_cells_1e12,changed_rows_1e12,non_q2s1_l1,all_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,s1_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_benefit_abs_wmean,s1_benefit_abs_wmean,q2_danger_abs_wmean,s1_danger_abs_wmean,q2_base_action_abs_spearman,s1_base_action_abs_spearman,q2_benefit_minus_danger,s1_benefit_minus_danger,l1_Q1,signed_sum_Q1,changed_Q1,l1_Q2,signed_sum_Q2,changed_Q2,l1_Q3,signed_sum_Q3,changed_Q3,l1_S1,signed_sum_S1,changed_S1,l1_S2,signed_sum_S2,changed_S2,l1_S3,signed_sum_S3,changed_S3,l1_S4,signed_sum_S4,changed_S4,q2_weight_nonzero,s1_weight_nonzero,q2_weight_mean,s1_weight_mean
h002_e368_minus_e365_danger_veto25_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p75_8a2792af.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s10p75_8a2792af.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,0.75,0.11725803735211235,0.029417150204359543,194.0,168.0,0.0,-0.024631540954662124,-0.005729036053481754,-0.03420207231928353,0.47062153748294233,-0.0856367509775875,-0.08572127970238921,0.4300958300784772,0.23731552756961463,0.613026871528451,0.6877731707734449,0.6472880180355411,0.552554508248729,0.9996646999334807,0.9912399703541394,-0.03426114650709011,0.13521866252471593,0.0,0.0,0.0,0.05056465313814583,0.037281303517990666,34.0,0.0,0.0,0.0,0.06669338421396652,-0.006614454710367037,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p0_e74c03e9.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p0_e74c03e9.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,1.0,0.1394891654234345,0.033351847926544824,194.0,168.0,0.0,-0.02896749995098512,-0.012259008301444618,-0.03420207231928353,0.47062153748294233,-0.08563675097852239,-0.08572127970332019,0.4300958300784772,0.23731552756961463,0.613026871528451,0.687773170773445,0.6472880180355411,0.5525545082487291,0.9996646999334807,0.9912399703541394,-0.03426114650709011,0.13521866252471593,0.0,0.0,0.0,0.05056465313814583,0.037281303517990666,34.0,0.0,0.0,0.0,0.08892451228528869,-0.00881927294715605,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p15_366fb106.csv,submission_h002_e368_minus_e365_danger_veto25_q21p0_s11p15_366fb106.csv,e368_minus_e365,e368_base_action,danger_veto25,1.0,1.15,0.1528278422662278,0.03597781422744208,194.0,168.0,0.0,-0.03088118677926391,-0.015372189566525148,-0.03420207231928353,0.47062153748294233,-0.08563675097888818,-0.08572127970368441,0.4300958300784772,0.23731552756961463,0.613026871528451,0.6877731707734449,0.6472880180355411,0.5525545082487291,0.9996646999334807,0.9912399703541394,-0.03426114650709011,0.13521866252471582,0.0,0.0,0.0,0.05056465313814583,0.037281303517990666,34.0,0.0,0.0,0.0,0.10226318912808198,-0.010142163889229451,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p0_8b5ac7c2.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p0_8b5ac7c2.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,0.0,0.054609825389197494,0.025278156757613014,34.0,34.0,0.0,-2.4970821092184104e-11,0.02360339869321086,-0.03425693779538897,0.47062153749379254,0.0,0.0,0.4300958300784772,,0.613026871528451,0.0,0.6472880180355413,0.0,0.9996646999334807,,-0.03426114650709022,0.0,0.0,0.0,0.0,0.0546098253891975,0.040263807799429924,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p5_0ed0f5b7.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p5_0ed0f5b7.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,0.5,0.09907208153184184,0.02793053781722303,194.0,168.0,0.0,-0.01729504208217573,0.004152912484667476,-0.03425693779538897,0.47062153749379254,-0.08563675097571775,-0.08572127970052741,0.4300958300784772,0.23731552756961463,0.613026871528451,0.687773170773445,0.6472880180355413,0.5525545082487291,0.9996646999334807,0.9912399703541394,-0.03426114650709022,0.13521866252471593,0.0,0.0,0.0,0.0546098253891975,0.040263807799429924,34.0,0.0,0.0,0.0,0.044462256142644346,-0.004409636473578025,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p75_7558e5b4.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s10p75_7558e5b4.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,0.75,0.12130320960316401,0.030927772468776548,194.0,168.0,0.0,-0.023428449003459514,-0.004020192123725316,-0.03425693779538897,0.47062153749379254,-0.0856367509775875,-0.08572127970238921,0.4300958300784772,0.23731552756961463,0.613026871528451,0.6877731707734449,0.6472880180355413,0.552554508248729,0.9996646999334807,0.9912399703541394,-0.03426114650709022,0.13521866252471593,0.0,0.0,0.0,0.0546098253891975,0.040263807799429924,34.0,0.0,0.0,0.0,0.06669338421396652,-0.006614454710367037,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p0_5757f7cd.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p0_5757f7cd.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,1.0,0.14353433767448617,0.03469155724163927,194.0,168.0,0.0,-0.02784884075670767,-0.010511613855553008,-0.03425693779538897,0.47062153749379254,-0.08563675097852239,-0.08572127970332019,0.4300958300784772,0.23731552756961463,0.613026871528451,0.687773170773445,0.6472880180355413,0.5525545082487291,0.9996646999334807,0.9912399703541394,-0.03426114650709022,0.13521866252471593,0.0,0.0,0.0,0.0546098253891975,0.040263807799429924,34.0,0.0,0.0,0.0,0.08892451228528869,-0.00881927294715605,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e368_minus_e365_danger_veto25_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p15_033a059f.csv,submission_h002_e368_minus_e365_danger_veto25_q21p08_s11p15_033a059f.csv,e368_minus_e365,e368_base_action,danger_veto25,1.08,1.15,0.15687301451727947,0.03722313125354845,194.0,168.0,0.0,-0.029848042432177747,-0.013670570866249555,-0.03425693779538897,0.47062153749379254,-0.08563675097888818,-0.08572127970368441,0.4300958300784772,0.23731552756961463,0.613026871528451,0.6877731707734449,0.6472880180355413,0.5525545082487291,0.9996646999334807,0.9912399703541394,-0.03426114650709022,0.13521866252471582,0.0,0.0,0.0,0.0546098253891975,0.040263807799429924,34.0,0.0,0.0,0.0,0.10226318912808198,-0.010142163889229451,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_all_q21p0_s11p0_19218987.csv,submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_all_q21p0_s11p0_19218987.csv,e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,0.20404276566042034,0.042303955509394385,194.0,168.0,0.0,-0.025860781653513028,-0.0009713778121497969,-0.01578996962814825,0.585297565233476,-0.07588088559882482,-0.06320046219889408,0.4285001137105883,0.197475314012705,0.5155121266457886,0.597874404934569,0.7465345728502595,0.6247447915091499,0.9999999999999999,1.0,-0.23102244620447088,-0.02687038657458085,0.0,0.0,0.0,0.07837531929961575,0.06455700484757021,34.0,0.0,0.0,0.0,0.12566744636080462,-0.0143154785069156,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_benefit_floor050_q21p0_s11p0_ed61880b.csv,submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_benefit_floor050_q21p0_s11p0_ed61880b.csv,e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,0.15978977145086048,0.03422931598095079,194.0,168.0,0.0,-0.03086480543772358,-0.0119745558256906,-0.02234682243517538,0.5743093398489957,-0.0859538324368734,-0.08634390824967925,0.43010743060134554,0.224858479946697,0.555177329984184,0.6652400077200112,0.7175855409365436,0.6023500641205598,0.999932939986696,0.998779525021751,-0.16240821095235958,0.06288994359945144,0.0,0.0,0.0,0.0593893734141517,0.04626182463800883,34.0,0.0,0.0,0.0,0.10040039803670878,-0.010974988661208558,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_danger_veto25_q21p0_s11p0_393fec03.csv,submission_h002_e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417_danger_veto25_q21p0_s11p0_393fec03.csv,e371_transfer_floor0_65_g0_7_q21p08_s11p15_aad417,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,0.15508633548027703,0.03699830250671098,194.0,168.0,0.0,-0.0300294209687596,-0.014140163394132947,-0.0341134860598946,0.46545957371362745,-0.08563675097888444,-0.08572127970368122,0.4302904610732681,0.23731552756961463,0.6202905046008979,0.6877731707734694,0.6424185489065384,0.5525545082487671,0.9996214354087686,0.9912399703541394,-0.022128044305640526,0.13521866252470238,0.0,0.0,0.0,0.052823146352209215,0.039004831900163676,34.0,0.0,0.0,0.0,0.10226318912806781,-0.010142163889241442,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_all_q21p0_s11p0_4413672d.csv,submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_all_q21p0_s11p0_4413672d.csv,e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,0.20246379230154765,0.042119045323371664,194.0,168.0,0.0,-0.025974315137391145,-0.0013080972770638214,-0.016260417630457654,0.5810701403071626,-0.07588088559882482,-0.06320046219889408,0.4290736951190783,0.197475314012705,0.5223073823406116,0.597874404934569,0.7423298705014227,0.6247447915091499,0.9999999999999999,1.0,-0.22002248816081116,-0.02687038657458085,0.0,0.0,0.0,0.07679634594074301,0.06308674357158697,34.0,0.0,0.0,0.0,0.12566744636080462,-0.0143154785069156,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_benefit_floor050_q21p0_s11p0_9b49180b.csv,submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_benefit_floor050_q21p0_s11p0_9b49180b.csv,e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,0.15885422021789708,0.034165419934309896,194.0,168.0,0.0,-0.030922528686939697,-0.01223673328644526,-0.022543957258199528,0.5695022669498189,-0.0859538324368734,-0.08634390824967925,0.43024534792878016,0.224858479946697,0.5607017179360723,0.6652400077200112,0.713983461843535,0.6023500641205598,0.9999372664391674,0.998779525021751,-0.15328174390746274,0.06288994359945144,0.0,0.0,0.0,0.058453822181188275,0.045422446952055516,34.0,0.0,0.0,0.0,0.10040039803670878,-0.010974988661208558,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_danger_veto25_q21p0_s11p0_7f403995.csv,submission_h002_e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff_danger_veto25_q21p0_s11p0_7f403995.csv,e371_transfer_floor0_5_g0_7_q21p08_s11p15_c7b9ff,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,0.15476984313856057,0.037049593162921696,194.0,168.0,0.0,-0.029987848887262206,-0.014152169640658335,-0.03404956049956372,0.46311328013871683,-0.08563675097888444,-0.08572127970368122,0.43038197630922953,0.23731552756961463,0.6235368951527106,0.6877731707734694,0.6402422001819991,0.5525545082487671,0.9996646999334807,0.9912399703541394,-0.016705305029288464,0.13521866252470238,0.0,0.0,0.0,0.05250665401049275,0.03879705164133671,34.0,0.0,0.0,0.0,0.10226318912806781,-0.010142163889241442,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_all_q21p0_s11p0_89e453fb.csv,submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_all_q21p0_s11p0_89e453fb.csv,e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,0.20314422476913313,0.042191503280104806,194.0,168.0,0.0,-0.02592970791409629,-0.0011527753183778755,-0.01594142431588921,0.5833940793310501,-0.07588088559882482,-0.06320046219889408,0.4288751972833312,0.197475314012705,0.5185323753380191,0.597874404934569,0.7445647023012221,0.6247447915091499,0.9999999999999999,1.0,-0.22603232696320297,-0.02687038657458085,0.0,0.0,0.0,0.07747677840832853,0.06377275508207365,34.0,0.0,0.0,0.0,0.12566744636080462,-0.0143154785069156,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,1.0,1.0
h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_benefit_floor050_q21p0_s11p0_1fe83883.csv,submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_benefit_floor050_q21p0_s11p0_1fe83883.csv,e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,0.15922589621167701,0.0341799864095908,194.0,168.0,0.0,-0.030909350441428937,-0.012125313133195096,-0.02235497954693653,0.5721757419875667,-0.0859538324368734,-0.08634390824967925,0.43024534792878016,0.224858479946697,0.5576582505980232,0.6652400077200112,0.7158924837364227,0.6023500641205598,0.999932939986696,0.998779525021751,-0.15823423313839946,0.06288994359945144,0.0,0.0,0.0,0.05882549817496824,0.04580350630844485,34.0,0.0,0.0,0.0,0.10040039803670878,-0.010974988661208558,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_danger_veto25_q21p0_s11p0_1356ca2a.csv,submission_h002_e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360_danger_veto25_q21p0_s11p0_1356ca2a.csv,e371_transfer_floor0_65_g1_0_q21p08_s11p15_8ed360,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,0.15485704316191795,0.03700990615123809,194.0,168.0,0.0,-0.03002000590224652,-0.014155264674478871,-0.03399243279388382,0.4645612815957849,-0.08563675097888444,-0.08572127970368122,0.43038197630922953,0.23731552756961463,0.621716423864499,0.6877731707734694,0.6414726704994322,0.5525545082487671,0.9996538838023027,0.9912399703541394,-0.01975624663493325,0.13521866252470238,0.0,0.0,0.0,0.052593854033850154,0.038889830707595274,34.0,0.0,0.0,0.0,0.10226318912806781,-0.010142163889241442,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_all_q21p0_s11p0_78a95045.csv,submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_all_q21p0_s11p0_78a95045.csv,e371_riskdamp0_25_q21p08_s11p15_0e933b,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,0.20424417307488124,0.04227709810131611,194.0,168.0,0.0,-0.025877210254217645,-0.0010084177911483415,-0.015696712481282456,0.5850215716628523,-0.07588088559882482,-0.06320046219889408,0.4286225636741985,0.197475314012705,0.5140459413386427,0.597874404934569,0.747054058350906,0.6247447915091499,0.9999999999999999,1.0,-0.23300811701226332,-0.02687038657458085,0.0,0.0,0.0,0.0785767267140766,0.06450430464614054,34.0,0.0,0.0,0.0,0.12566744636080462,-0.0143154785069156,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,1.0,1.0
h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_benefit_floor050_q21p0_s11p0_17cfa551.csv,submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_benefit_floor050_q21p0_s11p0_17cfa551.csv,e371_riskdamp0_25_q21p08_s11p15_0e933b,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,0.15988478511927046,0.034184575813714535,194.0,168.0,0.0,-0.030905200748281843,-0.012057008106709408,-0.02237174940670831,0.5740311559193401,-0.0859538324368734,-0.08634390824967925,0.4298767090909642,0.224858479946697,0.554345309010895,0.6652400077200112,0.7177869653013358,0.6023500641205598,0.9999242870817535,0.998779525021751,-0.16344165629044083,0.06288994359945144,0.0,0.0,0.0,0.05948438708256169,0.046122531834131064,34.0,0.0,0.0,0.0,0.10040039803670878,-0.010974988661208558,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_danger_veto25_q21p0_s11p0_60ce3635.csv,submission_h002_e371_riskdamp0_25_q21p08_s11p15_0e933b_danger_veto25_q21p0_s11p0_60ce3635.csv,e371_riskdamp0_25_q21p08_s11p15_0e933b,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,0.1551129019150778,0.036924493312204765,194.0,168.0,0.0,-0.030089447449081437,-0.014252525668963898,-0.0341521095545605,0.4650207092756807,-0.08563675097888444,-0.08572127970368122,0.43038197630922953,0.23731552756961463,0.6200561628760487,0.6877731707734694,0.6426149382886303,0.5525545082487671,0.9996582102547739,0.9912399703541394,-0.022558775412581555,0.13521866252470238,0.0,0.0,0.0,0.05284971278700998,0.03877729071907392,34.0,0.0,0.0,0.0,0.10226318912806781,-0.010142163889241442,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_all_q21p0_s11p0_297d46f4.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_all_q21p0_s11p0_297d46f4.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,0.2002164786253222,0.041964178619577935,194.0,168.0,0.0,-0.026070172049245346,-0.002219818687075838,-0.0164968717435134,0.5593652419720683,-0.07588088559882482,-0.06320046219889408,0.43009454113149176,0.197475314012705,0.532759842148623,0.597874404934569,0.7347792599085812,0.6247447915091499,0.9999999999999999,1.0,-0.20201941775995813,-0.02687038657458085,0.0,0.0,0.0,0.07454903226451758,0.06032193081198031,34.0,0.0,0.0,0.0,0.12566744636080462,-0.0143154785069156,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,1.0,1.0
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_benefit_floor050_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_benefit_floor050_q21p0_s11p0_db150b29.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_benefit_floor050_q21p0_s11p0_db150b29.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9,q2_rowwise_safety_lifestyle_gate,benefit_floor050,1.0,1.0,0.15753327949975604,0.034139565329297156,194.0,168.0,0.0,-0.03094594696307249,-0.012999219138592965,-0.02275208118980752,0.5474814277856159,-0.0859538324368734,-0.08634390824967925,0.4308137735493287,0.224858479946697,0.5700871412145911,0.6652400077200112,0.7064816164635794,0.6023500641205598,0.999939429665403,0.998779525021751,-0.1363944752489883,0.06288994359945144,0.0,0.0,0.0,0.05713288146304728,0.043587024541431006,34.0,0.0,0.0,0.0,0.10040039803670878,-0.010974988661208558,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.751,0.751
h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_danger_veto25_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_danger_veto25_q21p0_s11p0_6f6a8b0d.csv,submission_h002_e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9_danger_veto25_q21p0_s11p0_6f6a8b0d.csv,e371_badtop0_7_weaktransfer_damp45_q21p08_s11p15_7bf1d9,q2_rowwise_safety_lifestyle_gate,danger_veto25,1.0,1.0,0.15468521978111896,0.037197103366956114,194.0,168.0,0.0,-0.029868927968920093,-0.014318776962767768,-0.034620514675089496,0.45257026560658437,-0.08563675097888444,-0.08572127970368122,0.4316722122415854,0.23731552756961463,0.6296502716426597,0.6877731707734694,0.6350205762938931,0.5525545082487671,0.9997101276844285,0.9912399703541394,-0.0053703046512333374,0.13521866252470238,0.0,0.0,0.0,0.052422030653051156,0.03819492920051391,34.0,0.0,0.0,0.0,0.10226318912806781,-0.010142163889241442,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.835,0.856
h002_e371_identity_q21p08_s11p15_fc4bf0_all_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e371_identity_q21p08_s11p15_fc4bf0_all_q21p0_s11p0_682c154a.csv,submission_h002_e371_identity_q21p08_s11p15_fc4bf0_all_q21p0_s11p0_682c154a.csv,e371_identity_q21p08_s11p15_fc4bf0,q2_rowwise_safety_lifestyle_gate,all,1.0,1.0,0.20927533099093498,0.04325964178689438,194.0,168.0,0.0,-0.02528946868974074,0.00020071214044548797,-0.01468062245963417,0.5917345466652374,-0.07588088559882482,-0.06320046219889408,0.4284575784600711,0.197475314012705,0.500987375515131,0.597874404934569,0.7555220573450494,0.6247447915091499,0.9999999999999999,1.0,-0.25453468182991845,-0.02687038657458085,0.0,0.0,0.0,0.08360788463013037,0.06926186704035993,34.0,0.0,0.0,0.0,0.12566744636080462,-0.0143154785069156,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,1.0,1.0
